Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
351458116797,Drei Hilft,Drei Hilft,10928,101
364093897023468,FSG - Fraktion Sozialdemokratischer GewerkschafterInnen,FSG,10920,243
105842237446427,Nina Tomaselli,Nina Tomaselli,10896,145
1265927890114720,Johanna Mikl-Leitner,Volkspartei Niederösterreich,10873,1020
547682338626814,Alpro,These ads ran without a disclaimer,10855,1
1648447185409375,"Bundesministerium für Landwirtschaft, Regionen und Tourismus",Bundesministerium für Nachhaltigkeit und Tourismus,10631,18
2175703466044933,Stefan Kaineder,Die Grünen Oberösterreich,10576,97
141366725876424,European Greens,European Greens,10543,17
133236800088221,Wirtschaftskammer Niederösterreich,Wirtschaftskammer Niederösterreich,10438,265
146871548675617,Österreichische Bundesbahnen (ÖBB),Österreichische Bundesbahnen (ÖBB),10394,32
125946327466544,Wirtschaftskammer,Wirtschaftskammer,10381,99
1580540041983231,Karoline Edtstadler,Salzburger Volkspartei,10235,238
830084213800739,Günther Platter,Tiroler Volkspartei,10104,66
436914289678818,Lukas Mandl,Verein VSM - Vorzugsstimmen für Mandl,10018,324
305608429284,EU Environment,EU Environment,9990,54
627580790692097,Gottfried Waldhäusl,FPÖ Niederösterreich,9978,104
2371363026221746,Johannes Rauch,Die Grünen Vorarlberg,9972,70
145146972927688,Wissensministerium,Wissensministerium,9909,848
472325142834896,FPÖ Favoriten,FPÖ-Wien,9681,83
346842098763288,Freiheitliche Arbeitnehmer Oberösterreich,Freiheitliche Arbeitnehmer Oberösterreich,9535,144
1499759610320321,Michael Raml,FPÖ Linz,9497,163
135151521624818,Paul Nemecek,Niederösterreichischer Bauernbund,9458,362
109165729133109,FPÖ Steiermark,FPÖ Steiermark,9316,45
79935247286,GRAS - Grüne & Alternative Student_innen,GRAS - Grüne & Alternative Student_innen,9247,70
94967955198,Die Grünen Vorarlberg,Die Grünen Vorarlberg,9179,123
197677003596231,FPÖ Tirol - die Tiroler Freiheitlichen,FPÖ Tirol - die Tiroler Freiheitlichen,9132,41
533665483708070,Grüne Jugend - Grünalternative Jugend,Grüne Jugend - Grünalternative Jugend,9117,118
205993832779281,Österreichische Post AG,These ads ran without a disclaimer,9097,8
134093926635579,Grüne Wirtschaft,Grüne Wirtschaft,9069,137
61474458710,unzensuriert.at,unzensuriert.at,9066,207
674089153034374,Zack Zack,Zack Zack,8933,7347
157998714247048,Kelag Energie,Kelag Energie,8927,114
146097669338683,FPÖ Wien,FPÖ Wien,8831,25
367409910025307,Günther Steinkellner,FPÖ Oberösterreich,8743,118
1211909708930114,Ludwig Schleritzko,Niederösterreichischer Bauernbund,8694,1791
150646191784125,NEOS Steiermark,NEOS Steiermark,8596,172
395638503864459,Othmar Karas,Volkspartei,8551,369
261850724850,Freiheitliche Jugend,Freiheitliche Jugend,8544,155
1087405348083449,Wir Swietelskys,Wir Swietelskys,8541,823
368448716589872,BMK Infothek,das BMK.,8514,186
263966713976008,Birgit Gerstorfer,SPÖ Oberösterreich,8509,149
186708568078596,Die Grünen Döbling,die Grünen Wien,8501,31
848335845369202,Harald Mahrer,Wirtschaftskammer,8492,70
320389701908367,1Europa,Peter Glawischnig,8294,56
210611006028,whatchado,whatchado,8291,81
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,8278,16
1063352663997072,SÖZ - Soziales Österreich der Zukunft,SÖZ - Soziales Österreich der Zukunft,8237,342
290881691011354,Andreas Schieder,Andreas Schieder,8236,124
447992848717452,Claudia Gamon,Claudia Gamon,8202,113
1009883082372196,Wolfgang Germ,FPÖ Klagenfurt,8158,110
343169479232,Martin Balluch,JETZT - Liste Pilz,8139,109
456681887737163,Arbeit&Wirtschaft Blog,Arbeit&Wirtschaft Blog,8127,93
88676876113,Die Grünen Wien,Die Grünen Wien,8102,84
232384033932443,Franz Schnabl,SPÖ Niederösterreich,8004,54
176999712329637,Freiheitliche Jugend Oberösterreich,Freiheitliche Jugend Oberösterreich,7934,123
2188880727831144,Markus Achleitner,OÖVP - Die Oberösterreichische Volkspartei,7933,69
153646681329693,Debra Austria - Schmetterlingskinder,Debra Austria - Schmetterlingskinder,7743,95
205710866133426,klima:aktiv,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie (BMK)",7682,144
609126565857760,Hannes Amesbauer,FPÖ Steiermark,7682,61
664374710247843,NEOS Vorarlberg,NEOS Vorarlberg,7654,122
854411021420507,Kathrin Gaal,Kathrin Gaal,7570,203
1642678769161065,oekoreich,These ads ran without a disclaimer,7495,174
1697898137102698,Christof Bitschi,Vorarlberger Freiheitliche - FPÖ,7441,29
144875605538239,Weiterbildung in Wien | waff,Weiterbildung in Wien | waff,7334,29
1462141234003513,Alex Düsseldorf Fischer,These ads ran without a disclaimer,7321,12
188887757808410,Freiheitliche Wirtschaft - FW Niederösterreich,FW Niederösterreich,7310,50
193314717777382,Ich tu's für unsere Zukunft,Land Steiermark,7194,77
974833556055459,Roman Haider,Roman Haider,7184,108
447992848717452,Claudia Gamon,These ads ran without a disclaimer,7157,105
575477015936411,BMI - Bundesministerium für Inneres,BMI - Bundesministerium für Inneres,7145,19
73461917166,Gewerkschaft vida,Gewerkschaft vida,7107,389
1520750471388984,Wolfgang Klinger,FPÖ Oberösterreich,7088,99
1607542919475953,Feldkircher Volkspartei,Feldkircher Volkspartei,7017,126
345172509462824,Julia Herr,Sozialistische Jugend Österreich,6990,26
112824921274,Die Grünen Linz,Klub der Grünen im Linzer Gemeinderat,6934,48
289185424484538,Nestlé,Nestlé,6742,37
150623338441911,FPÖ Niederösterreich,FPÖ Niederösterreich,6722,65
346648178719588,Ulli Sima,Ulli Sima,6705,88
102603287830946,Klima Champs,GW24,6611,97
348653935649916,David Egger,SPÖ Salzburg,6606,120
84955135551,Die Grünen Oberösterreich,Die Grünen Oberösterreich,6568,95
441927269154538,Wandel,Wandel,6497,559
109642913862019,Team HC Strache - Allianz für Österreich,Allianz für Österreich,6479,76
185943534768550,Die Innsbrucker Grünen,Die Innsbrucker Grünen,6406,192
1583324305255890,Sebastian Bohrn Mena,Tierschutzvolksbegehren,6400,1159
554975451245677,Freiheitliche Wirtschaft - FW Oberösterreich,Freiheitliche Wirtschaft OÖ,6390,20
230895353663747,VELUX,These ads ran without a disclaimer,6345,7
1629280467357033,Energie Steiermark,These ads ran without a disclaimer,6310,10
114722639912481,Peter Hanke,Peter Hanke,6297,58
1326183970737367,OMV,OMV,6242,19
112941499555,Die Tiroler Grünen,Die Tiroler Grünen,6242,380
1378265592489944,Neue Zeit,NeueZeit.at,6225,384
319953855387750,A1now.tv,A1now TV GmbH,6043,82
442336243214680,Journey Stories,The Journey Stories,6036,252
368448716589872,BMK Infothek,BMK,6017,176
270975033018648,HELLWEG Die Profi-Baumärkte,These ads ran without a disclaimer,6004,1
941118595981727,Paul Johann Stadler,FPÖ Simmering,6003,76
180102758673855,Michael Schnedlitz,FPÖ,5960,29
108248594442962,Future for Climate,Future for Climate GmbH,5956,42
296676857050295,Wolfram Pirchner,Österreichischer Seniorenbund,5953,23
919423671410313,Üsr Luschnou,Üsr Luschnou,5899,84
405258869591356,Matthias Stadler,SPÖ St. Pölten,5861,43
574148239265437,Klimabündnis Oberösterreich,Klimabündnis OÖ,5848,32
263099607043637,Sozialdemokratischer Wirtschaftsverband Nö,Karin Seim,5820,59
112984946815588,LINKS,LINKS,5810,154
102398151115817,Meermals,Meermals,5798,158
2104261259827894,SPÖ Alsergrund,SPÖ Alsergrund,5741,76
563675796999816,Bürgermeister Klaus Luger,SPÖ GR-Fraktion Linz,5726,190
123088887505,Die Grünen Klagenfurt,Die Grünen Klagenfurt,5710,113
2334323366849425,Quooker Österreich GmbH,These ads ran without a disclaimer,5566,9
833013456857401,Partei JETZT Bund,JETZT,5556,105
1671975986419954,Klaus Otzelberger,FPÖ St. Pölten,5490,74
122459227784392,Erste Bank und Sparkasse,Erste Bank und Sparkasse,5477,19
1032156413593107,Dominik Oberhofer,Dominik Oberhofer,5446,57
530256460340682,Stephan Pernkopf,These ads ran without a disclaimer,5399,606
219229104837753,SWV - Sozialdemokratischer Wirtschaftsverband Österreich,Sozialdemokratischer Wirtschaftsverband Österreich,5389,49
108330130768878,Wohnfühlland - Wohnbauförderung Land Oberösterreich,Amt der Oö. Landesregierung Abteilung Wohnbauförderung,5360,8
109044023134793,Addendum,These ads ran without a disclaimer,5358,64
310902773137927,SteierMag,SteierMag K&T VerlagsgmbH,5346,46
180714714229,Wirtschaftsbund Kärnten,Wirtschaftsbund Kärnten,5341,49
1872780786296950,The Innovation in Politics Institute,The Innovation in Politics Institute,5279,6
849742871847407,KPÖ PLUS,KPÖ PLUS,5209,55
111438265554855,Die Grünen Burgenland,Die Grünen Burgenland,5182,35
135927913177448,Markus Wallner,Vorarlberger Volkspartei,5139,103
102656171738851,Menschen und Arbeit,MAG Menschen und Arbeit,5060,170
412341368977063,Hannes Taborsky,Hannes Taborksy,5034,43
231166380411824,JUNOS Studierende,JUNOS Studierende,5031,81
441223455916739,NEOS Niederösterreich,NEOS Niederösterreich,4961,284
217394141743074,Michael Bernhard,Michael Bernhard,4919,190
269980709831300,Walter Ruck,Wirtschaftsbund Wien | Wirtschaft in Wien,4872,84
124109074294803,Die Grünen Wien - Innere Stadt,die Grünen Wien,4872,58
2413647948663453,Bildungsverein #offenegesellschaft,BVOG - Bildungsverein Offene Gesellschaft,4842,279
313126519912,Grüne Wirtschaft,Grüne Wirtschaft Kärnten,4795,36
1673371229636129,Pamela Rendi-Wagner,These ads ran without a disclaimer,4770,50
107152329360788,Arbeiterkammer,These ads ran without a disclaimer,4736,6
1879587722059025,Sebastian Huber,Dr. Sebastian Huber,4729,43
134521766571515,Die Grünen Hietzing,die Grünen Wien,4691,86
290449626693,Österreichische Gesellschaft für Europapolitik,Österreichische Gesellschaft für Europapolitik,4689,25
609126565857760,Hannes Amesbauer,Hannes Amesbauer,4656,10
404201443015504,Chris Alge - Xi,Xi - Chance Zukunft,4647,30
124468054313069,Europäisches Parlament Österreich,These ads ran without a disclaimer,4603,25
100728471315237,Willi Steindl,Willi Steindl,4514,22
510291985696801,Daniela Holzinger-Vogtenhuber,NR KLUB JETZT,4513,66
806694216374998,Günther Sidl,BSA Niederösterreich,4510,29
1079650008770485,kontrast.at,SPÖ-Parlamentsklub,4504,25
1265927890114720,Johanna Mikl-Leitner,These ads ran without a disclaimer,4472,472
145138452844422,Mario Gerber,Mario Gerber,4445,45
970529566390833,Sarah Wiener,Die Grünen,4421,11
107898832590939,European Commission,European Commission,4407,184
1043694979020538,David Stögmüller,David Stögmüller,4382,189
718653731539314,Neubauer Grüne,Die Grünen Wien,4376,41
1502366536713776,Grüne Alsergrund,die Grünen Wien,4349,91
113272186790700,Rudolf Silvan,Rudolf Silvan,4343,146
169065407139584,Tilt,Tilt,4342,9
336275229909007,Wirtschaftskammer Tirol,Wirtschaftskammer Tirol,4321,70
113590519612,PULS24NEWS,ProSiebenSat.1 PULS 4 Gruppe,4300,6
109530480691265,Christoffel Blindenmission Österreich - CBM,Christoffel Blindenmission Österreich,4250,46
153398965289347,Stefan Hermann,FPÖ Steiermark,4239,18
211458352225904,yenivatan.at,NHZ,4228,392
159450714481652,ES BLEIBT DABEI,ES BLEIBT DABEI,4215,13
105734061143305,Stefan Magnet,Medienlogistik,4200,33
1216506725144043,SPÖ St. Pölten,SPÖ St. Pölten,4141,70
274798042357,JUNOS - Junge Liberale NEOS,JUNOS - Junge Liberale NEOS,4100,72
243190742384882,Salzburger Volkspartei,Salzburger Volkspartei,4090,75
197901646910079,Matthias Adl,Volkspartei St. Pölten,4085,58
255318067965019,SPÖ im Parlament,SPÖ-Parlamentsklub,4056,85
1553799571599937,pandoo,These ads ran without a disclaimer,4017,22
585176438639142,Georg Dornauer,Die neue SPÖ Tirol,4010,43
575477015936411,BMI - Bundesministerium für Inneres,These ads ran without a disclaimer,3999,9
195802580983,Sozialistische Jugend Wien,Sozialistische Jugend Wien,3998,16
264595360605,Arbeiterkammer Oberösterreich,Arbeiterkammer Oberösterreich,3976,1
127925800618165,Socialists and Democrats Group in the European Parliament,Socialists and Democrats Group in the European Parliament,3954,34
128624867158781,KJÖ Steiermark,KJÖ Steiermark,3941,287
1397420063882542,SPÖ Schruns u. Parteifreie,Martin Borger,3933,73
269980709831300,Walter Ruck,These ads ran without a disclaimer,3909,2
225264274194213,BWT - Best Water Technology,These ads ran without a disclaimer,3880,2
165242983658276,Wolfgang Moitzi,SPÖ Steiermark,3861,52
124931807725,Die Grazer Grünen,Die Grazer Grünen,3829,88
2816736101676168,Bernadette Arnoldner,Bernadette Arnoldner,3811,134
167792116901542,KPÖ Graz,KPÖ Steiermark,3792,157
1544825655835869,Stefan Schmuckenschlager,Volkspartei Klosterneuburg,3779,171
237290919634390,SPÖ Burgenland,SPÖ Burgenland,3778,48
2160764594008027,Kasia Greco,Kasia Greco,3743,74
145192195569675,Wirtschaftsbund Oberösterreich,Wirtschaftsbund Oberösterreich,3736,98
1756026008024095,Ewa Ernst-Dziedzic,Die Grünen,3730,458
436914289678818,Lukas Mandl,Lukas Mandl,3711,226
153670018053018,GÖD - Gewerkschaft Öffentlicher Dienst,GÖD - Gewerkschaft Öffentlicher Dienst,3690,17
1079650008770485,kontrast.at,These ads ran without a disclaimer,3674,39
89860257881,Die Grünen Kärnten,Die Grünen Kärnten,3669,27
739818109749403,Hans Seitinger,Steirischer Bauernbund,3661,26
460710870691635,Kommunal,Kommunal,3651,43
1583324305255890,Sebastian Bohrn Mena,Sebastian Bohrn Mena,3644,776
338414409618012,Robert Lugar,Robert Lugar,3622,22
117780061529,Verbund,These ads ran without a disclaimer,3619,7
177249618154,Wirtschaftskammer Kärnten,Wirtschaftskammer Kärnten,3613,53
120863124681667,CLV Oberösterreich,Christlicher Lehrerverein für Oberösterreich,3611,116
437191132998825,HSPRO,These ads ran without a disclaimer,3594,1
15078244418,Volkspartei,Volkspartei,3580,53
766272553414521,Mario Leiter,Team Mario Leiter,3573,110
180102758673855,Michael Schnedlitz,Michael Schnedlitz,3570,33
364914800206501,HiWay-TV,HiWay-TV,3567,225
122916382445404,Philipp Maderthaner,Business Gladiators GmbH,3560,31
459133680794363,NEOS Tirol,NEOS Tirol,3554,40
382872055842390,Alex Bernhuber,Niederösterreichischer Bauernbund,3479,215
1660071144087431,Karl Nehammer,Volkspartei,3438,211
101290931982312,Bunte FFP2 Masken,Gerhard Laister,3434,42
141998935555,Siegfried Nagl,Grazer Volkspartei,3429,232
100121118697564,Initiative Österreich impft,These ads ran without a disclaimer,3416,49
849106955164780,Wolfgang Sobotka,NÖAAB,3398,27
1524874657771161,Christina Schlosser,Christina Schlosser,3394,90
513726808791485,Johann Tschürtz,FPÖ Burgenland,3375,11
162205823976077,Harry Preuner,Salzburger Volkspartei - Salzburg Stadt,3366,26
1984417311801353,SPÖ Villach,SPÖ Gemeinderatsklub Villach,3360,142
1894418153993259,Xi - Chance Zukunft,Mare Hojc,3325,42
518934634790241,Peter Kaiser,Peter Kaiser,3255,25
108387904030820,Tullner Volkspartei,TVP,3240,15
364093897023468,FSG - Fraktion Sozialdemokratischer GewerkschafterInnen,GewerkschafterInnen in der SPÖ,3230,41
328018270709073,Michael Ludwig,SPÖ Wien,3207,49
66095458281,Mario Kunasek,FPÖ - Landesgruppe Steiermark,3202,39
140551609297017,Grazer Volkspartei,Grazer Volkspartei,3192,218
240531249443482,Bernhard Höfler,Bernhard Höfler,3176,13
514318488723900,Simon Tschann - Bludenzer Volkspartei,Bludenzer Volkspartei,3161,32
1462204054018643,Die Grünen Villach,Die Grünen Villach,3159,30
1673371229636129,Pamela Rendi-Wagner,SPÖ-Parlamentsklub,3155,96
108554907375748,Caroline Hungerländer-Seite,Caroline Hungerländer,3135,36
204506393265598,Maria-Luise Mathiaschitz,Maria-Luise Mathiaschitz-Tschabuschnig,3118,52
115130990779,Plan International Österreich,These ads ran without a disclaimer,3099,3
53969266331,VOL.AT - Vorarlberg Online,These ads ran without a disclaimer,3097,3
383244932545500,Wir können - KPÖ,KPÖ,3073,27
166445300083190,Die Grünen Donaustadt,die Grünen Wien,3066,48
187626534620326,Europäische Kommission - Vertretung in Österreich,These ads ran without a disclaimer,3051,7
1228315510588654,Barbara Unterkofler,Salzburger Volkspartei - Salzburg Stadt,3035,25
110825797507856,Andreas Lackner,Michael Peter Nehsl,3034,14
155058904518825,Die Grünen Leonding,Die Grünen Leonding,3027,51
135953609780627,Dominik Nepp,These ads ran without a disclaimer,3019,26
1557402791194947,Josef Mantl,Josef Mantl,3017,760
104365891155211,Christian Sagartz,EVP Fraktion im Europäischen Parlament,3000,7
1656021521343059,AUSSENWIRTSCHAFT AUSTRIA,AUSSENWIRTSCHAFT AUSTRIA,3000,7
112017812211012,oesterreich.gv.at,Bundesministerium für Digitalisierung und Wirtschaftsstandort,2999,86
104525294314108,Wärme aus Holz,Österreichischer Biomasse-Verband,2987,13
101076626617472,Udo Guggenbichler,Udo Guggenbichler,2984,7
111897262194898,Die Grünen Wieden,die Grünen Wien,2977,24
66095458281,Mario Kunasek,These ads ran without a disclaimer,2976,14
103727497761628,Jonny Mezgolits,Johannes Mezgolits,2971,75
629343643924060,Florian Krumböck,Florian Krumböck,2971,63
489956101124619,Max Lercher,Max Lercher,2965,51
2063318643706904,Business Nachrichten,These ads ran without a disclaimer,2960,16
278348599465523,Josef Taucher,Josef Taucher,2952,100
1578931835519981,Bundeskanzleramt Österreich,These ads ran without a disclaimer,2926,27
172287546141103,TeamWerbungWien,Team Werbung Wien,2919,14
100447318371290,Natascha Fussenegger,Neue Volkspartei Penzing,2903,47
101521571361750,Für die Menschen,Industriellenvereinigung Vorarlberg,2864,224
187449428281036,Christofer Ranzmaier,Christofer Ranzmaier,2861,139
271653890354825,Judith Schwentner,Gemeinderatsklub der Grünen - ALG,2856,31
150640301694897,WARDA,WARDA,2846,32
32984679070,Greenpeace Österreich,These ads ran without a disclaimer,2841,134
278628109523836,Grüne Jugend Steiermark,Grüne Jugend Steiermark,2840,34
1398828600158379,Die Grünen Tulln,Die Grünen Tulln,2828,68
585755931633342,Uschi Lichtenegger,die Grünen Wien,2817,22
172040642860223,Die neue SPÖ Tirol,SPÖ Tirol,2788,77
107330765972176,ÖGJ Österreichische Gewerkschaftsjugend,Österreichische Gewerkschaftsjugend ÖGJ,2768,12
345168305518984,ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung,ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung,2739,119
610696639428997,Veocel Europe,Lenzing AG,2734,15
106609500908064,Volkspartei Schladming,Volkspartei Schladming,2729,56
333112690117618,Niederösterreichs Bauern,These ads ran without a disclaimer,2726,49
331085703648232,Deutscher Verkehrssicherheitsrat - DVR,These ads ran without a disclaimer,2708,8
217386655005525,Tiroler Volkspartei,Tiroler Volkspartei,2701,22
49835536470,Wilfried Haslauer,Salzburger Volkspartei,2689,43
103589107794909,Lambert Schönleitner,Lambert Schönleitner,2681,149
181380276584,Arbeiterkammer Salzburg,Arbeiterkammer Salzburg,2678,85
2548846028523686,USR Diaspora - Austria,Partidul Uniunea Salvati Romania,2670,79
107504594436953,Katharina Spanring,Katharina Spanring,2661,26
231017501112050,Earthkarma deutsch,These ads ran without a disclaimer,2654,10
66095458281,Mario Kunasek,Freiheitlicher Landtagsklub Steiermark,2651,17
77393060080,SPÖ,These ads ran without a disclaimer,2636,32
338549033673221,Sozialdemokratische Partei Europas,Sozialdemokratische Partei Europas,2617,25
402903320092664,5 Sterne fuer Oesterreich Partei,Kurt Traar,2616,22
190177211135791,Markus Abwerzger,These ads ran without a disclaimer,2561,3
