Page ID,Page Name,Disclaimer,Amount Spent (PLN)
2246647628925721,Wiosna Biedronia,KW Wiosna Roberta Biedronia,5900
111888203889045,Nie Głosuj Wybory 2020,Echo24,5800
305950706802,Uniwersytet SWPS,Uniwersytet SWPS,5702
65335771090,Rafał Trzaskowski,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Rafała Trzaskowskiego,5639
103733677761265,N Energia,N ENERGIA,5607
32104614789,Greenpeace Polska,Greenpeace Polska,5570
107758219306090,OLX Polska,OLX Polska,5549
174590316460026,CONVERSE,CONVERSE,5338
261234447384286,Nabici we Franki,These ads ran without a disclaimer,5321
1674901842722925,Grzegorz Furgo,Grzegorz Furgo,5287
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,5217
133482470024453,Newsweek Polska,Newsweek Polska,5095
475584852475176,Pozytron,Pozytron,5044
830561370356753,Czerkawski Odszkodowania Sp z oo,Czerkawski Odszkodowania Sp z oo,4943
206272136056236,Agnieszka Pomaska,KKW Koalicja Obywatelska PO .N iPL Zieloni,4907
109549034124187,Dostępne Mieszkanie,HRE Think Tank Fundacja,4878
469702339755768,Paweł Tanajno,Paweł Jan Tanajno,4835
262228993842853,Lidl Polska,Lidl Polska,4803
102931488739,Platforma Obywatelska,Platforma Obywatelska RP,4692
114265080356649,EuroKlima - Energy,EuroKlima Energy,4641
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,4637
15087023444,Nike,These ads ran without a disclaimer,4571
8340223883,Avaaz,Avaaz,4462
102931488739,Platforma Obywatelska,KKW Koalicja Obywatelska PO .N iPL Zielon,4341
108190863892392,Rakowski Tomasz,KW Prawo i Sprawiedliwość,4227
1613320612064848,Dedoles.pl,These ads ran without a disclaimer,4007
342701305934903,Małgorzata Chmiel,KKW Koalicja Obywatelska PO .N IPL ZIELONI,3998
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,3987
109793703689436,Prawdziwa Polska,Prawdziwa Polska,3940
107386167465541,GreenCapital,Green Capital,3891
110109212411292,VELUX,VELUX,3860
104330734389743,Wolnorynkowy.pl,Willa Anielin,3848
143057625724466,Platforma Obywatelska Pomorze - Koalicja Obywatelska,KKW Koalicja Obywatelska PO .N iPL Zieloni,3823
789110174518116,Radomir Szumełda,KKW Koalicja Obywatelska PO .N iPL Zieloni,3744
251126394921117,Jarosław Sellin - oficjalna strona,KW Prawo i Sprawiedliwość,3724
732473396814232,Columbus Energy,These ads ran without a disclaimer,3688
173086948664,Infor.pl,Infor.pl,3664
489884657789669,Marek Charzewski,Marek Charzewski,3663
205577346149086,Tadeusz Aziewicz - Poseł na Sejm RP,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N iPL Zieloni,3605
145405785523396,Sage,These ads ran without a disclaimer,3583
481798668902322,Fundacja Dobroczynna Serce Anioła,Fundacja Dobroczynna Serce Anioła,3574
257593184447834,Władysław Kosiniak-Kamysz,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Władysława Kosiniaka-Kamysza,3550
101065731421,Krzysztof Lisek,KKW Koalicja Obywatelska PO .N iPL Zieloni,3500
1491476861156693,Marie Zélie,These ads ran without a disclaimer,3449
290545717759107,Barbara Nowacka,KKW Koalicja Obywatelska PO .N iPL Zieloni,3353
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,3339
176114889652,Kancelaria Premiera,These ads ran without a disclaimer,3289
373903230004337,30. ROK WOLNOŚCI,These ads ran without a disclaimer,3260
1496105257172584,"Ministerstwo Rozwoju, Pracy i Technologii","Ministerstwo Rozwoju, Pracy i Technologii",3252
543549142748221,Magdalena Sroka,Ada Blejer,3236
104884392877324,Alivia - Fundacja Onkologiczna,These ads ran without a disclaimer,3226
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,3197
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,3189
103189994608689,20stopnidlaklimatu.pl,Konceptlab,3164
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii,3156
196722357090264,Polskie Stowarzyszenie Energetyki Wiatrowej - PSEW,Polskie Stowarzyszenie Energetyki Wiatrowej,3149
255100403945,Polityka,Polityka,3144
2054363324831130,Kacper Płażyński,Opłacone przez Komitet Wyborczy Prawo i Sprawiedliwość,3100
127925800618165,Socialists and Democrats Group in the European Parliament,Socialists and Democrats Group in the European Parliament,3074
141366725876424,European Greens,European Greens,3026
270168456330285,Sławomir Rybicki - Senator RP,These ads ran without a disclaimer,2999
105670971142883,Dresler Consulting - wspieramy rozwój biznesu,Marek Watoła,2997
107898832590939,European Commission,These ads ran without a disclaimer,2967
362682677158537,Michał Kowalski - Profil Publiczny,These ads ran without a disclaimer,2906
114453729684,gazetaprawna.pl,gazetaprawna.pl,2894
295161506338,AKADEMIA PRZYSZŁOŚCI,AKADEMIA PRZYSZŁOŚCI,2887
686125628235251,Szkolenia dofinansowane,Perfect English,2860
503202659703049,Centrum UNEP/GRID-Warszawa,Centrum UNEP/GRID-Warszawa przy użyciu kuponów reklamowych Facebooka,2860
835823859869930,Razem Pomorze,"KKW Lewica Razem - Razem, Unia Pracy, RSS",2845
392825617399575,wGospodarce.pl,wGospodarce.pl,2824
100560075131498,Arrena.pl,ARRENA.PL,2796
127619873953536,Stefczyk.info,Stefczyk.info,2785
269169906928964,Live more. Pomerania,Invest in Pomerania,2756
1440678182628407,Invest in Pomerania,Invest In Pomerania,2749
513969188677442,Compassion Polska,Compassion Polska,2737
103260768307410,Piotr Wszółkowski - Twój kandydat na burmistrza Ustki,Magdalena Anna Rudzińska-Młynarska,2700
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,2626
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,2598
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,Polskie Stowarzyszenie Obrońców Życia Człowieka,2593
39589683944,U.S. Embassy Warsaw,U.S. Embassy Warsaw,2591
8657329535,Telekom Electronic Beats,These ads ran without a disclaimer,2578
886605998018336,Arkadiusz Dzierżyński,KKW Koalicja Obywatelska PO .N IPL Zieloni,2558
342701305934903,Małgorzata Chmiel,Małgorzata Chmiel,2513
425196744741236,Lepiej bez smogu,Isover,2424
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,2402
118890385502947,"Sprawdź, kto oferuje Ci prąd i gaz",Clickad Interactive,2389
250008548428800,PanPablo.pl,PanPablo.pl,2381
111994128873082,Sun Pro,Dominik Krause,2378
1077045142306060,Grzegorz Schetyna,Platforma Obywatelska RP,2376
664122587050787,PRUŚ Sylwester Zbigniew,Medium: agencja reklamowa,2371
403820169762537,Renergy - odnawialna energia słoneczna,Krzysztof Rodak,2362
49490583862,Cropp,These ads ran without a disclaimer,2357
317722036029,K MAG,K MAG,2348
430323810469014,Razem,"KKW Lewica Razem - Razem, Unia Pracy, RSS",2339
373330199849811,Murapol- Najlepsze miejsca na świecie,Murapol,2327
1181684038602267,Niepodległa,Niepodległa,2318
141833139301,Krzysztof Bosak,KW Kandydata na Prezydenta Rzeczypospolitej Polskiej Krzysztofa Bosaka,2304
267686749910602,Piotr Müller,Komitet Wyborczy Prawo i Sprawiedliwość,2298
397133490487852,Dawid Bagiński,These ads ran without a disclaimer,2256
798249970192065,Edukacja dla Dobrego Klimatu,Pracownia na rzecz Wszystkich Istot,2256
383296170843,Puls Biznesu,Puls Biznesu,2238
111036577086588,1971 zł Dla Opiekuna Dorosłej Osoby Niepełnosprawnej,Vestra,2204
213761292155457,Samir Kayyali Doradztwo Podatkowe,Samir Kayyali Doradztwo Podatkowe,2050
1860705880716516,Plan Wężyka,Wojciech Wężyk,2043
359606364774932,"Beata Maciejewska - Posłanka Lewicy, Gdańsk",KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ,2042
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,2013
118055394941878,ABB,OS3 sp. z o.o.,1989
221077284662,Kwartalnik Przekrój,Fundacja Przekrój,1929
112055027022643,Legal Marine,Legal Marine - Mateusz Romowicz,1926
342956762998558,KlimatAlert,Wojciech Makowski,1906
1406676512964411,Echo24,Echo24,1868
213911122748997,Goodvalley,These ads ran without a disclaimer,1794
189858077869482,kaes,KS SPORT,1784
1872780786296950,The Innovation in Politics Institute,These ads ran without a disclaimer,1778
331362100944335,Piotr Wittbrodt wiceburmistrz Rumi,These ads ran without a disclaimer,1762
280084585536217,Adam Bondarenko,KKW Koalicja Obywatelska PO .N IPL Zieloni,1755
260807840628894,Agencja Rozwoju Przemysłu S.A.,Agencja Rozwoju Przemysłu S.A.,1752
100412623352304,Decathlon Polska,Decathlon Polska,1752
32104614789,Greenpeace Polska,These ads ran without a disclaimer,1666
699170496828032,"Dla Gdańszczan - informacje, porady, wsparcie",dlaGdanszczan,1658
193417587881296,Royal Fashion,These ads ran without a disclaimer,1622
342701305934903,Małgorzata Chmiel,These ads ran without a disclaimer,1607
108015612575658,Forbes.pl,Forbes.pl,1582
221077284662,Kwartalnik Przekrój,Kwartalnik Przekrój,1578
188972590657,Moto.pl,These ads ran without a disclaimer,1534
372341662829366,Onet Styl Życia,Onet Styl Życia,1527
100276381956414,ESPC,These ads ran without a disclaimer,1520
1967695263556184,Sylwia Spurek,The Grens/EFA in the European Parliament,1511
336438736394843,Wydawnictwo AGORA,Wydawnictwo AGORA,1503
166466416745074,T-Mobile PL,These ads ran without a disclaimer,1498
729627343834501,Kialo,These ads ran without a disclaimer,1496
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1492
601579493635656,AY Prime,These ads ran without a disclaimer,1484
109290147401664,Polska Organizacja Handlu i Dystrybucji,Polska Organizacja Handlu i Dystrybucji,1467
111310837084470,KL instalacje,Kamil Lange,1467
170359939648880,Adam Nieroda,Adam Nieroda,1460
100384718193249,Bosak2020,KW Kandydata na Prezydenta RP Krzysztofa Bosaka,1451
330644215221,Bankier.pl,Bankier.pl,1445
1579819912230855,Coca-Cola,Coca-Cola,1436
74863922834,Krytyka Polityczna,Krytyka Polityczna,1426
826455797384808,Arwid Żebrowski,KWW Prawo i Sprawiedliwość,1398
1337517802971079,Anna Rożek - Radna Miasta Słupska,Anna Rożek,1394
293429704566340,Ryszard Świlski,Łukasz Kacper Bejm,1393
904980706358533,Dodomuwszystko - akcesoria domowe,PMC,1385
220473935337563,Gotard - Biuro Rachunkowe,These ads ran without a disclaimer,1380
338165426301227,Joanna Senyszyn,KW Sojusz Lewicy Demokratycznej,1372
1971966879776579,Konfederacja,Konfederacja Wolność i Niepodległość,1355
118437553322377,Wejherowski Kanał - Subiektywna Ocena Skuteczności,Bartosz Łukasz Skwarło,1351
267686749910602,Piotr Müller,Piotr Józef Müller,1349
381003278691136,Szymon Hołownia,Fundacja Polska Od Nowa,1335
107969160908903,UczciwaWycena.pl,Uczciwa Wycena,1329
231241783585661,Ibuprom,These ads ran without a disclaimer,1328
934442959950906,Krajowa Izba Radców Prawnych,Krajowa Izba Radców Prawnych,1325
229982507021398,Fundacja im. Arkadiusza Rybickiego,Medium: agencja reklamowa,1325
693166627732510,SLD Lewica Razem. Wybory parlamentarne 2019.,Piotr Majda,1322
251126394921117,Jarosław Sellin - oficjalna strona,Cityboard Media Sp. z o.o.,1320
104609701196973,Allex,Aleksander Jerzy Czerniewicz,1314
108007439221136,jestem na pTAK!,jestem na pTAK!,1306
1541478356138260,Karol Rabenda,Komitet Wyborczy Prawo i Sprawiedliwość,1305
481009832080945,Carpatree,These ads ran without a disclaimer,1303
100344868172671,Szkodaplus.pl,Szkodaplus,1302
391098174296294,se.pl,se.pl,1302
1977265332301070,Aleksander Mikołaj Mrówczyński,J7 Technologies,1299
277681892059,Janusz Korwin-Mikke,Willa Anielin sp. z o.o.,1290
185265414715,Onet,Onet Wiadomości,1284
177515348927360,Jolanta Banach,Komitet Wyborczy  Sojusz Lewicy Demokratycznej,1281
186282968121069,outfilm.pl,outfilm.pl,1279
1850424151954839,Jacek Karnowski Prezydent Miasta Sopotu,Sopot,1259
531772040534886,Hity Sprzedaży,These ads ran without a disclaimer,1252
1246204728789474,Allegra,These ads ran without a disclaimer,1251
111465470197991,Mateusz Morawiecki,Komitet Wyborczy Prawo i Sprawiedliwość,1237
284219099021432,Polskie Zakłady Bukmacherskie,These ads ran without a disclaimer,1235
862191084132393,Magdalena Adamowicz,Magdalena Adamowicz,1231
1615407122058796,Sławomir Neumann,. KKW Koalicja Obywatelska PO .N iPL Zieloni,1230
590514511295079,Front Europejski,Medium: agencja reklamowa,1226
798249970192065,Edukacja dla Dobrego Klimatu,Wojciech Makowski,1224
277892342334350,Akcja Demokracja,Akcja Demokracja,1218
1870187766453541,Charlotte Fashion,Łukasz Gancarz,1202
100384718193249,Bosak2020,Komitet Wyborczy Kandydata na Prezydenta Rzeczypospolitej Polskiej Krzysztofa Bosaka,1202
121388362246,Goldman Sachs,These ads ran without a disclaimer,1186
148183311971804,Stanisław Żółtek,KW Kandydata na Prezydenta RP Stanisława Żółtka,1165
284586648407053,Łukasz Bejm,Łukasz Kacper Bejm,1157
1231484993545202,Foton Technik,These ads ran without a disclaimer,1154
500925419968010,Pomorskie Samorząd,Samorząd Województwa Pomorskiego,1148
403820169762537,Renergy - odnawialna energia słoneczna,These ads ran without a disclaimer,1148
101751661613203,Adam Lutkowski,Adam Andrzej Lutkowski,1145
350958838905984,Praca w Komisji Wyborczej,KW Prawica,1136
478544509337606,Marcin Bełbot,Marcin Bełbot,1134
1494907874112033,Marcin Skwierawski - wiceprezydent Sopotu,Sopot,1132
104110921408776,TAK dla farmy wiatrowej w Dębnicy Kaszubskiej,Szymon Jakub Pieczyński,1126
315612947940,Cosinus,These ads ran without a disclaimer,1121
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,1117
267686749910602,Piotr Müller,Piotr Müller - Poseł na Sejm RP,1105
104609701196973,Allex,Jacek Jan Szczepan,1095
171382802698,Klub Jagielloński,Klub Jagielloński,1077
1592304324409075,Gminny Ośrodek Kultury w Luzinie,Rafał Płotka,1075
84022354529,Radio ZET,Radio ZET,1073
345172606093631,Ekoparty.pl,Ekoparty,1061
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,1059
292640324174614,Hellozdrowie.pl,Hellozdrowie.pl,1058
152670925543661,HelioExpert,HelioExpert,1053
174913712572560,Kazimierz Kleina,KWW Koalicja Obywatelska PO .N iPL Zieloni,1045
56024223012,Onet Wiadomości,Onet Wiadomości,1041
269793963930687,Koalicja Obywatelska w Radzie Miasta Gdańska,Łukasz Kacper Bejm,1040
100135174957688,Magdalena Czarzyńska-Jachim - wiceprezydentka Sopotu,Sopot,1039
2061450120759796,Politicus,KW Sojusz Lewicy Demokratycznej,1015
359606364774932,"Beata Maciejewska - Posłanka Lewicy, Gdańsk",KW Wiosna Roberta Biedronia,1014
1496805837285609,Andrzej Kobylarz,Andrzej Kobylarz,1007
113356018705476,Rzeczpospolita,Rzeczpospolita,1006
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,1001
141833139301,Krzysztof Bosak,KW Kandydata na Prezydenta RP Krzysztofa Bosaka,988
6243987495,Spotify,These ads ran without a disclaimer,984
602546603094182,Muzeum Pamięci Sybiru,Muzeum Pamięci Sybiru,979
100706588053326,Sollab Fotowoltaika,Ariel Jerzy Tryka,979
123558484365389,Marcin Horała,These ads ran without a disclaimer,973
108566759302831,Cognitus Centrum Szkoleń,Cognitus Centrum Szkoleń,965
203675933025899,"Ministerstwo Kultury, Dziedzictwa Narodowego i Sportu",Ministerstwo Kultury i Dziedzictwa Narodowego,961
323540101461265,Fundacja Neuron+,Fundacja Neuron+,954
328170794051845,KUKIZ15,Komitet Wyborczy Wyborców Kukiz'15,953
439822419795040,Nowoczesne Kobiety - Lelum.pl,These ads ran without a disclaimer,950
267686749910602,Piotr Müller,Piotr Müller,944
128440100681377,Prawo dla ludzi,Prawo dla ludzi,937
57544755889,Amnesty International Polska,These ads ran without a disclaimer,925
269169906928964,Live more. Pomerania,These ads ran without a disclaimer,910
236319313167850,Piotr Bauć,KKW Koalicja Obywatelska PO .N IPL Zieloni,900
118357794991,Centrum Współpracy Młodzieży,Centrum Współpracy Młodzieży,898
112077363639199,Krajowe Centrum ds. AIDS,Clickad Interactive,897
1516985451954279,Doradca Podatkowy Marta Niziołek,Marta Justyna Niziołek,880
115883558423028,Volvo Car Poland,These ads ran without a disclaimer,875
1465965073732774,Łukasz Kohut,Łukasz Kohut,872
145454508858332,Krystian Kłos - Radny Miasta Gdańska,Krystian Jarosław Kłos,868
770401946407523,Hypnotize Butik,Adam Jędrzejczak,865
118084194963414,Kultura Liberalna,Kultura Liberalna,859
444275809647606,Michał Urbaniak,KWW Konfederacja Korwin Braun Liroy Narodowcy,856
543549142748221,Magdalena Sroka,Magdalena Sroka,850
48391402694,Partia Zieloni,KKW Koalicja Europejska PO PSL SLD .N Zieloni,845
152431494900977,Polacy,Grzegorz Roman Granowski,838
333409683428621,Nowa Konfederacja,Nowa Konfederacja,837
1715700672019998,LoveAir.pl,These ads ran without a disclaimer,834
1887227774893449,Mały Kack/Miasto Wspólne,Kajetan Lewandowski,827
444275809647606,Michał Urbaniak,These ads ran without a disclaimer,816
106552182752379,Fortum Polska,Fortum Polska,805
436111276479085,Sieć Obywatelska - Watchdog Polska,Sieć Obywatelska - Watchdog Polska,798
144808095552639,ING Polska,ING Polska,798
266659403739571,uStyle.pl,These ads ran without a disclaimer,787
415023695371209,NOIZZ.pl,NOIZZ.pl,780
123558484365389,Marcin Horała,KW PiS,779
147547541961576,Council of the European Union,Council of the European Union,778
185265414715,Onet,These ads ran without a disclaimer,773
347909096516,PJATK,These ads ran without a disclaimer,771
294018820689458,Reserved Kids,These ads ran without a disclaimer,769
1227849567376609,Iwona Ochocka - działalność publiczna,KW Sojusz Lewicy Demokratycznej,768
654912251187357,Grupa PGE,These ads ran without a disclaimer,760
1747566525274487,Klar,Klar,760
110708862329064,nazwa.pl,These ads ran without a disclaimer,758
110496355685054,Projekt Test,Fundacja Edukacji Społecznej,757
2054363324831130,Kacper Płażyński,Biuro Posła na Sejm Kacpra Płażyńskiego,756
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,751
1378578179116919,Zielona Europa - zróbmy to razem,Stowarzyszenie "Pomorskie w Unii Europejskiej",750
1851601788258292,Sztuczna Inteligencja,Ośrodek Przetwarzania Informacji - Państwowy Instytut Badawczy,749
177473808919,Polskie Stronnictwo Ludowe,Komitet Wyborczy Polskie Stronnictwo Ludowe,747
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,742
1593828134172917,Open Eyes Economy,Open Eyes Economy,742
160978464020426,Sławomir Nitras,Sławomir Nitras,737
329822703732548,player.pl,These ads ran without a disclaimer,737
1235256026493430,EPG - Fotowoltaika dla Ciebie,These ads ran without a disclaimer,735
590514511295079,Front Europejski,Front Europejski,731
359606364774932,"Beata Maciejewska - Posłanka Lewicy, Gdańsk",KW Sojusz Lewicy Demokratycznej,730
1967695263556184,Sylwia Spurek,European Parliament–S&D Group,728
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,727
290606948382,ERGO Hestia,ERGO Hestia,724
148975835158813,analizy.pl,analizy.pl,718
147645371952078,WOJAS,These ads ran without a disclaimer,712
220473935337563,Gotard - Biuro Rachunkowe,Gotard Biuro Rachunkowe,710
106939130673527,Leszek Bonna,KKW Koalicja Obywatelska PO .N IPL Zieloni,700
1495480087399256,Jacek Ozdoba,"Jacek Ozdoba, Poseł na Sejm RP",694
1643686859194259,Sebastian Kaleta,"Sebastian Kaleta, Poseł na Sejm RP",691
240360349829878,Otvarta,These ads ran without a disclaimer,687
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,681
141366725876424,European Greens,These ads ran without a disclaimer,678
150617698324166,Polska Fundacja im. Roberta Schumana,Polska Fundacja im. Roberta Schumana,677
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,674
230115400471918,Sanatorium Sanus,These ads ran without a disclaimer,672
255605291822511,GovTech Polska,GovTech Polska,671
1547728638791843,Marek Rutka poseł na Sejm RP,Michalina Sylwia Rutka,671
543549142748221,Magdalena Sroka,These ads ran without a disclaimer,668
101185701666967,Stop Milczeniu - stop pedofilii w kościele,Stop Milczeniu,662
1881927918605470,Zamówprezent.pl,These ads ran without a disclaimer,657
103199934401593,Damian Jarzębiński,Komitet Wyborczy Konfederacja Wolność i Niepodległość,657
661313227408536,Cezary Śpiewak-Dowbór - Radny Miasta Gdańska,Cezary Jan Śpiewak-Dowbór,657
28312410177,World Food Programme,These ads ran without a disclaimer,656
410270582909122,Finanse Dla Każdego. Sebastian Ciepielewski,Sebastian Marian Ciepielewski,655
140708165940689,EKO-UNIA,Stowarzyszenie Ekologiczne EKO-UNIA,653
517037508369297,zrzutka.pl,zrzutka.pl,650
104820694633234,Disc Golf Trójmiasto,Kamil Kiljan,650
109548560376326,Jerzy Borowczak,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N iPL Zieloni,650
2268238196629139,Techie Monster,These ads ran without a disclaimer,647
902903449807433,SOVA Accounting,These ads ran without a disclaimer,646
592154920826245,Gosh Copenhagen Polska,Piotr Michalak,641
182672665883755,Marek Dudziński - profil publiczny,These ads ran without a disclaimer,639
732473396814232,Columbus Energy,Columbus Energy,635
117352768274749,e-pity,e-pity,635
100336695183623,Dom w Zieleni,Edyta Monika Dąbrowska,634
114660466795,Henryka Krzywonos-Strycharska,Koalicyjny Komitet Wyborczy Koalicja Obywatelska PO .N IPL Zieloni,633
106299971092396,Pomoc Opiekunom Polska,These ads ran without a disclaimer,628
102312718279571,Europejski Instytut Finansowy,These ads ran without a disclaimer,628
104581870955462,Barnaba Pawełczak,These ads ran without a disclaimer,628
173184660508,Centrum Myśli Jana Pawła II,Centrum Myśli Jana Pawła II,624
2039652406129097,Lekko. PL,Lekko.,619
1719472084753456,Feel the Meal - catering dietetyczny,These ads ran without a disclaimer,618
298313447532081,Magdalena Popowska kandydatka Koalicja Europejska,KKW Koalicja Europejska PO PSL SLD .N Zieloni,616
1868858213334919,Z Man,These ads ran without a disclaimer,615
1541478356138260,Karol Rabenda,These ads ran without a disclaimer,612
116769358389826,Polskie Centrum Programu "Safer Internet",Polskie Centrum Programu "Safer Internet",611
132197036871908,Muzeum II Wojny Światowej,Marcin Morga,611
2187693694887405,KWW Marka Charzewskiego,Marek Charzewski,610
1815622945427416,Swonco,These ads ran without a disclaimer,610
640052592716450,Nowy Teatr im. Witkacego w Słupsku,Nowy Teatr im. Witkacego w Słupsku,605
110491392351511,LINK4,LINK4,605
77049287117,WPROST,WPROST,602
241700669305956,Media Expert,These ads ran without a disclaimer,600
340924139450528,Budżet Obywatelski Gdynia,These ads ran without a disclaimer,600
106464864246053,Polskie Zakłady Bukmacherskie - PZBuk,These ads ran without a disclaimer,599
541568909232306,Federacja Konsumentów,Federacja Konsumentów,596
572653266147067,Rainbow Rose,Rainbow Rose,594
2441930755826028,E-Dopłaty,These ads ran without a disclaimer,594
125057667560070,Toruńska Szkoła Fotografii,Darek Piórkowski,592
1433433930282695,"Filmy, które zmieniają życie","Filmy, które zmieniają życie",590
106682789378530,FALKON,FALKON,589
1245466855543824,Afrodis,These ads ran without a disclaimer,585
120246601382882,Centrum Organizacyjno-Koordynacyjne ds. Transplantacji "Poltransplant",Centrum Organizacyjno-Koordynacyjne ds. Transplantacji "Poltransplant",583
265568017276074,Pismo,Pismo,580
