Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
104454981310294,"Department of Children, Equality, Disability, Integration and Youth",These ads ran without a disclaimer,7162,2
174520041078,University College Dublin,University College Dublin,7099,85
2242183922693730,Saoirse McHugh,Green Party Ireland,6998,42
116151744907,IIEA,IIEA,6953,54
88243924389,Depaul Ireland,Depaul Ireland,6892,174
1629444570695976,Minister Frank Feighan,Frank Feighan,6636,131
516116248507364,Deirdre Clune MEP,Deirdre Clune MEP,6509,46
103880909673865,SVP - Society of St. Vincent de Paul Ireland,SVP - Society of St. Vincent de Paul Ireland,6432,2
16352623251,Self Help Africa,Self Help Africa,6420,125
109379603774944,The Pension Experts,Gareth Byrne,6354,104
28312410177,World Food Programme,These ads ran without a disclaimer,6229,30
719890584766018,Paul Murphy TD,Paul Murphy TD,6040,417
574029596021905,People Before Profit,People Before Profit,6023,121
227964058053,Aviva,Aviva,6006,32
118151521564978,SSE Airtricity,SSE Airtricity,5998,10
774617965974573,HSE mychild.ie,HSE mychild.ie,5932,16
340786422717552,Sean Kelly MEP,Sean Kelly MEP,5858,123
1012851375393300,Social Democrats,Social Democrats,5792,139
34812247970,Malcolm Byrne,Malcolm Byrne Page,5606,45
2001188669995923,Alan Kerrigan,Alan Thomas Kerrigan,5420,166
131595511841,CCPC,CCPC,5356,25
105958862827971,Debra Ireland - The Butterfly Skin Charity,Debra Ireland,5265,101
362977374551705,James O'Connor TD,O Connor James Finbarr,5223,69
680383782013115,Emer Higgins T.D.,Fine Gael,5152,13
116635611711738,merrionstreet.ie,"Department of Enterprise, Trade and Employment",5016,12
128897183855668,Ged Nash TD,Senator Ged Nash,4979,61
1608686222731082,Michael Lowry T.D.,Michael Lowry,4971,100
1055105841226515,Senator Alice-Mary Higgins,Alice Mary Higgins,4967,69
114570545240850,Who Gives A Crap,These ads ran without a disclaimer,4871,60
290164627800136,Senator Ollie Crowe,Ollie Crowe,4826,48
158325247540273,Life Institute,Life Institute,4781,52
615775065467919,PV Generation,These ads ran without a disclaimer,4748,118
840685226025419,Jackie Cahill TD,Jackie Cahill TD,4731,140
344422890306,SpunOut.ie,SpunOut.ie,4666,36
2191197471159741,PandaPower.ie,Lisa Gillivan,4536,8
247809738564793,BeLonG To Youth Services,BeLonG To Youth Services,4434,83
1671337413144589,Shane Ross,Shane Ross,4425,130
1536535833238375,Richard Boyd Barrett TD,Richard Boyd Barrett TD,4259,91
367182798860,Organico Bantry,Organico Bantry,4073,80
420422991638510,NOW TV,These ads ran without a disclaimer,3999,2
377716962315255,Spotify,These ads ran without a disclaimer,3899,1
141609685900366,InterTradeIreland,These ads ran without a disclaimer,3887,9
149890191689087,Bord Gáis Energy,Bord Gáis Energy,3859,6
770178369763272,Niall Ó Tuathail,Niall Ó Tuathail,3726,44
302584593224671,Frances Fitzgerald,Fine Gael,3665,3
180763859269999,Clear Cut Marketing,Mark Anthony Kirwan,3661,93
178881055485251,Stephen Donnelly for Wicklow,Stephen Donnelly for Wicklow,3651,45
263238917631520,Holly Cairns TD,Cairns Holly Leah,3524,59
200875073325354,Andrew Doyle,Andrew Doyle,3493,20
1942584782641413,Colm Burke TD,Fine Gael,3297,5
137357969666256,GCN,GCN,3225,416
286177884865240,Jack Chambers,Jack Chambers,3186,53
148024081881549,The Phoenix Magazine,The Phoenix Magazine,3181,45
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,3172,121
10150093430360004,Democrats Abroad Ireland,Democrats Abroad,3135,21
455196627967510,Gas Networks Ireland,Gas Networks Ireland (GNI),3134,11
502868399734807,Senator Sharon Keogan,Keogan4Meath,3079,132
786865738356162,Sheila Nunan for Europe,The Labour Party,3040,9
1931709023726259,STAND,STAND.ie,3029,10
580763859048353,Gript,Gript,2969,65
55561789395,Cormac Devlin TD,Cormac Devlin,2944,64
817142228361834,Aengus O Snodaigh TD,Aengus O Snodaigh TD,2919,132
185032148201312,Seán Sherlock TD,Seán Sherlock,2908,193
108271484060709,Project Zero Carbon,Project Zero Carbon,2821,22
408393959529245,Support Your Local,Sinead O'Reilly,2811,19
2317864215165358,Senator Annie Hoey,Annie Hoey,2802,77
58389344622,Alex White,Mc Kinney Eunan Anthony,2761,9
358553987942544,Rockshore,These ads ran without a disclaimer,2736,1
244891379018563,James Browne TD,James Andrew Browne,2709,68
92638258613,Simon Communities of Ireland,Simon Communities of Ireland,2675,26
116509125035939,Christian Aid Ireland,Christian Aid Ireland,2669,82
280965412440,National Youth Council of Ireland,National Youth Council of Ireland,2600,129
1426461550915658,Anne Rabbitte TD,Rabbitte Anne Marie,2592,27
2259750964278363,"Department of Housing, Local Government and Heritage",These ads ran without a disclaimer,2558,7
590527104313523,Pearse Doherty,Pearse Doherty,2532,26
178838454420,Bob Proctor,These ads ran without a disclaimer,2471,58
159788160765346,Calor Ireland,These ads ran without a disclaimer,2321,13
78701493153,European Movement Ireland,Lisa Nic An Bhreithimh,2301,17
430906330320263,Paul Donnelly TD,Seamus Hazlett,2259,15
1665062297111025,IOM Ireland,IOM Ireland,2253,37
101878487911740,Verona Murphy TD,Fine Gael,2228,4
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,2216,67
2123051974609701,Miggle D Giggles,These ads ran without a disclaimer,2164,34
1615391422074791,Micheál Martin,Micheal Martin,2137,3
165050580250025,Development Perspectives,Development Perspectives,2136,28
502689826503669,Alan Farrell TD,Alan Mark Farrell,2086,70
131456653566112,Skillnet Ireland,Skillnet Ireland,2066,21
1431782527125333,David Cullinane T.D.,David Cullinane,2058,56
263338903785184,Cian O'Callaghan T.D.,O'Callaghan Cian James,2054,12
787376334669425,Éilis Ryan - Workers' Party Dublin Central,The Workers' Party of Ireland,2050,20
1419873194909802,Jennifer Whitmore TD,Jennifer Whitmore,2037,27
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,2036,71
395965057626422,"Dr. Fidelma Healy Eames Independent Candidate, EU elections",Healy Eames Fidelma,2029,39
1761504887466495,Cllr Carly Bailey,Social Democrats,2020,41
193590653989945,Simon Coveney,Fine Gael,2012,7
386014808271737,Hope Ireland,Hope Ireland,2000,5
275236869996076,Sandra Farrell - A Better Way For Tipperary,Sandra Crowley,1989,25
541250599362726,Protect Life,Family & Life,1968,59
103386204541904,Ciarán Ahern - Dublin South West,John Hogan,1930,20
871894289821855,French First,French Noel Edward,1922,54
188114061407,Barry Andrews MEP,Barry Andrews,1918,45
691388720903801,Gary Gannon TD,The Gary Gannon 4 Dublin Central Campaign,1906,27
691388720903801,Gary Gannon TD,The Gary Gannon 4 Europe Campaign,1900,9
192038654197943,Rebecca Moynihan,Rebecca Moynihan,1883,22
147547541961576,Council of the European Union,Council of the European Union,1876,234
203197030603239,8 Billion Trees,These ads ran without a disclaimer,1840,29
337495229149,All Ireland Rally for Life,Life Institute,1830,28
587504668428229,Albert D Byrne,Albert David Byrne,1828,5
243578843146981,Cllr. Michael Sheehan,Michael Sheehan,1828,28
48034275355,EPP - European People's Party,EPP - European People's Party,1792,46
139059673435,Irish Council for Civil Liberties,Irish Council for Civil Liberties,1784,60
904726062939920,Tom Clonan Independent Candidate for Senate TCD Panel,Thomas Martin Clonan,1783,2
1084874001600753,Senator Robbie Gallagher,Gallagher Robert Patrick,1778,34
1052704411520149,Aontú,Toibin Peadar Pol,1773,35
1573441899601646,Hismile,These ads ran without a disclaimer,1766,53
444740862350431,Alan Kelly TD,Alan Kelly,1752,72
242351902481164,The Radical Tea Towel Company,These ads ran without a disclaimer,1730,10
166372930069802,Kevin Humphreys,Labour Party,1704,15
68619059680,SPIN 1038,SPIN 1038,1678,11
512028555814283,Senator Pat Casey,Casey Patrick,1677,60
86357212691,Athlone Institute of Technology,These ads ran without a disclaimer,1671,3
205830066112238,You Can Quit,You Can Quit,1671,10
199320167085990,Bríd Smith TD,Doherty Barney,1671,24
243751009611391,Vote Deirdre O'Connor INTO Election 2020,Deirdre O'Connor,1663,34
118201718255275,"Bord Iascaigh Mhara, Ireland's Seafood Development Agency","Bord Iascaigh Mhara, Ireland's Seafood Development Agency",1657,4
214697488711000,Uplift - People Powered Change,Uplift - People Powered Change,1652,61
878147035569806,Michael O'Dowd Community and Disability Activist,O'Dowd Michael Joseph,1643,22
1620952468216589,CleanBee - Munster,Aurimas Jantauskas,1641,11
677425502390676,Regina Doherty,Regina Doherty,1633,107
616878702019043,Alan Dillon TD,Alan Dillon,1625,123
124270247607479,Publicjobs.ie,These ads ran without a disclaimer,1594,2
470977316331509,NRG PANEL,These ads ran without a disclaimer,1587,33
2456628187915854,New Yellow Wave,These ads ran without a disclaimer,1563,2
1810301579228100,Cllr. John Maher - Labour Party - Cork City North East,Labour Party,1534,7
376503386234888,Cllr. Juliet O Connell,Labour Party,1524,6
1942584782641413,Colm Burke TD,Colm Burke,1512,65
291934661006674,HSE Ireland,These ads ran without a disclaimer,1507,2
2259750964278363,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government & Heritage",1493,31
210570272336539,Aodhán Ó Ríordáin,Labour Party,1489,5
449282445418073,Irish Foreign Ministry,Department of Foreign Affairs and Trade,1484,2
1024663687554177,Anthony Lawlor,Lawlor Antony,1477,34
114983778559783,European Commission Representation in Ireland,European Commission Representation in Ireland,1451,20
231252126891977,Simon Harris TD,Simon Harris TD,1448,54
2075127812758129,Games area,These ads ran without a disclaimer,1447,1
932961146837571,HSE Ask About Alcohol,HSE Ask About Alcohol,1444,9
89499899901,SPIN South West,SPIN South West,1443,9
112752283514349,Cllr. Pádraig O'Sullivan,Fianna Fáil,1438,13
338081456286757,Jan O'Sullivan,Labour Party,1430,6
175466346599,Sunday World,Sunday World,1425,4
115816835104562,Deutsche Bank,These ads ran without a disclaimer,1423,44
168167627224830,Ireland Israel Alliance,Ireland Israel Alliance,1414,58
112260043651945,Vote For Joe,Joseph Hannigan,1411,18
94632597137,Paul Kehoe TD,Minister Paul Kehoe TD,1403,62
148024081881549,The Phoenix Magazine,These ads ran without a disclaimer,1400,17
34812247970,Malcolm Byrne,Fianna Fáil,1400,4
221655217957573,Socialist Party,Socialist Party,1382,41
2388354714741824,EcoInnova,These ads ran without a disclaimer,1381,9
19746387261,Humane Society International,These ads ran without a disclaimer,1364,70
446108262434465,Oliver Moran,The Green Party/An Comhaontas Glas,1361,13
434792943243729,Donnchadh Ó Laoghaire,Donnchadh Ó Laoghaire,1355,15
107702220618670,Becky Kealy Aontú,Becky Kealy,1354,74
290382001169403,Louis O'Hara - Sinn Féin,O'HARA LOUIS JOSEPH,1350,14
195232927961,SIPTU,SIPTU,1332,12
1269409019742709,Ossian Smyth TD,Dowling Eva Elizabeth,1330,8
351682974453,Teva Pharmaceutical Industries Ltd.,These ads ran without a disclaimer,1320,27
102789951270357,Vote Valerie Cox,Emily Jane Cox,1311,36
341914919905971,Sarah Reilly,Sarah Marie Reilly,1307,79
161221517234532,National Animal Rights Association,Laura Broxson,1307,60
49224396046,James Lawless TD,James Lawless TD,1289,41
265930260162999,Young Fine Gael,Young Fine Gael,1287,19
1376475039295217,Shane O'Callaghan Fine Gael,Shane Senan O Callaghan,1281,16
158539504310135,Pádraig Mac Lochlainn TD,Senator Pádraig Mac Lochlainn,1267,27
371962112988652,Blaine Gaffney,Blaine O' Gamhna,1266,34
73631831272,Cllr. Shane Moynihan,Fianna Fáil,1265,12
680383782013115,Emer Higgins T.D.,Emer Marie Higgings,1256,39
137766716313436,Fine Gael Limerick City,Breen Colm Timothy,1238,16
84427256753,University of Sussex,These ads ran without a disclaimer,1228,357
285316014937075,Pet Care Plus,Hopper Sheena,1223,10
234865686896602,Coca-Cola HBC Careers,Q4PR,1219,3
56963694096,Cathal Crowe TD,Cathal Samuel Crowe,1214,75
239085373293887,MariaByrne,Bryne Bridget Mary,1205,23
188831868695105,Deirdre Duffy,Duffy Deirdre Brigid,1204,31
1414859668774368,Senator Barry Ward,Barry Martin Ward,1204,10
450136775025476,Gino Kenny TD,Johansson Madeleine Britt,1196,22
595800713834983,Marc Mac Sharry,Marc David Mac Sharry,1194,17
374974667323,European Parliament Office in Ireland,European Parliament Office in Ireland,1194,31
784299231651676,John Brady TD,John Brady TD,1190,37
113108813564918,Getgreenaware,These ads ran without a disclaimer,1181,1
121138729710,Immigrant Council of Ireland,Immigrant Council of Ireland,1175,43
469286466578136,Louise O'Reilly TD,Louise O Reilly,1160,12
73631831272,Cllr. Shane Moynihan,Séin Padraig Ó Muineacháin,1158,35
1442549826008772,Heather Humphreys,Heather Humphreys,1156,57
2206956372697972,Seán McCabe,Mc Cabe Sean Bernard,1155,26
302979946700167,Interactions,Interactions Research,1148,22
1810301579228100,Cllr. John Maher - Labour Party - Cork City North East,John Daniel Maher,1144,146
179839132041541,Electric Ireland,Electric Ireland,1142,2
1097901713744540,Aisling Dolan Senator,Mikayala Jordan Costello,1133,48
882941261873795,TFI - Transport for Ireland,These ads ran without a disclaimer,1127,2
67573689016,Atheist Ireland,Atheist Ireland,1126,5
110887970240718,Tim Cullinan IFA,Denise Whitmore,1120,10
148109705365431,Duncan Smith TD,Duncan Smith,1116,11
194578527263934,John Lahart TD,John Andrew Lahart,1110,13
148109705365431,Duncan Smith TD,Labour Party,1101,3
184073878309307,Willie O'Dea TD,William O'dea,1100,19
609149492588031,Irish National Teachers' Organisation,Irish National Teachers' Organisation,1095,6
1923495744352019,CleanBee,Aurimas Jantauskas,1088,12
199657493971420,Facebook Curated,These ads ran without a disclaimer,1086,3
141366725876424,European Greens,These ads ran without a disclaimer,1083,4
127846340619,Little Comfort,Dmitry Lagounov,1082,19
222629035132,Fianna Fáil,These ads ran without a disclaimer,1074,13
341210432749264,Fergus O'Dowd,Fergus O'Dowd Teachta Dála,1070,44
2489200491152461,Cllr Chris Pender - Social Democrats,Chris Pender,1068,27
863877230431078,Liam van der Spek,Van Der Spek Liam Nathaniel,1060,28
239055969530920,Michael D'Arcy,Michael William D'arcy,1051,41
472795919563183,Paul McAuliffe TD,Paul McAuliffe,1042,14
343125736605014,The Dancing Monkeys,These ads ran without a disclaimer,1036,6
1415738651993732,Senator Lorraine Clifford-Lee,Fianna Fáil,1030,25
268443773647551,Cllr. Peter Kavanagh,Kavanagh Peter,1028,20
1216756345096627,Niall Keady,These ads ran without a disclaimer,1023,90
95016717403,Richard Bruton TD,Richard Bruton,1017,14
192038654197943,Rebecca Moynihan,Labour Party,1000,2
323531924942301,Millbee,These ads ran without a disclaimer,998,34
758725787550554,Independent Ireland,Ryan Purcell Walter,998,36
133425636673303,Senator Dr James Reilly,Fine Gael,994,3
1028339217204185,Laura Harmon For Seanad NUI Panel,Michael Gaskin,993,40
572377316595896,Purple Sweetie,These ads ran without a disclaimer,990,4
291990888144823,Diarmuid Devereux,Diarmuid Devereux,989,7
1567985436755341,Kieran O'Donnell,Kieran Patrick Jude O'donnell,988,29
178623759006364,Minister Josepha Madigan,Madigan-Hayes Josepha,982,71
276698761915,Sightsavers Ireland,These ads ran without a disclaimer,976,19
1721804911418647,Thomas Byrne TD,Thomas Benedict Byrne,974,7
1695889637360770,Hempire,These ads ran without a disclaimer,973,22
1809875605701733,Sarah Durcan for Dublin Bay South,Sarah Durcan SocDem for South East Inner City,967,22
397444210330201,Cllr Lettie Mc Carthy,Labour Party,966,3
1065942253417902,Billy Kelleher MEP,Billy Kelleher MEP (Renew Europe),950,14
252011928285955,Students for Life Ireland,Students for Life Ireland,944,23
166372930069802,Kevin Humphreys,Kevin Humphreys,934,60
263891677826490,Earthsider,These ads ran without a disclaimer,926,191
112519427263066,Cork County Council Environment Department,Cork County Council Environmental Awareness Office,925,15
729627343834501,Kialo,These ads ran without a disclaimer,920,306
149234328476519,Science Foundation Ireland,Science Foundation Ireland,917,17
1124870327536556,Danny Healy-Rae,Danny Healy-Rae,917,18
1587441431515576,Senator John Cummins,Cummins John,907,98
235254463209438,iCatholic,iCatholic,903,22
300073646806,Joan Burton,Joan Burton,902,41
533406643749542,Bernard Mulvany. People Before Profit Dublin Bay North.,Mulvany Bernard,900,78
109257543908579,Niall McConnell - The Irish Patriot,These ads ran without a disclaimer,896,11
2028696560493421,Green Party Dublin Central Branch,Paschal Martin Nee,896,26
133688260046579,Jimi Cullen Music,Jimi Cullen,896,57
40080379073,Senator Catherine Noone,Catherine Anna Noone,889,38
262010077786273,VideoParliament Ireland,Magdalena Kos,887,79
120345046553940,Ireland's Recovery,These ads ran without a disclaimer,885,4
182598088450822,McSport,These ads ran without a disclaimer,884,5
748572901856862,Katherine Zappone,Katherine Zappone,883,22
1353131934798813,Neasa Hourigan Green Party,Paschal Martin Nee,866,23
605274979558561,Peter Burke TD,Burke Peter,859,17
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,857,24
1793510380925494,USR Diaspora,Uniunea Salvați România - USR,854,4
442937496280869,Which Mortgage,Which Mortgage,850,12
106630886054674,SuperValu Ireland,These ads ran without a disclaimer,842,2
59695012511,Bloom,These ads ran without a disclaimer,842,4
38729503137,Roderic O'Gorman TD,Ben O'Leary Fitzpatrick,840,16
587504668428229,Albert D Byrne,These ads ran without a disclaimer,839,12
6891149895,Concern Worldwide,These ads ran without a disclaimer,835,10
230844904254698,Local Enterprise Offices,These ads ran without a disclaimer,826,4
482611515132568,The Fruit People,The Fruit People,821,81
477415742607308,Councillor Colm O'Rourke,These ads ran without a disclaimer,820,25
103435681504983,LifeWise Quotes,Gareth Byrne,819,89
596178707129392,Hildegarde Naughton T.D.,Hildegarde Maria Naughton,817,29
264172043210,Fine Gael,These ads ran without a disclaimer,813,1
110910445613364,Senator Windows,These ads ran without a disclaimer,813,25
1473814189502078,Peter Casey,Peter Joseph Casey,810,5
477415742607308,Councillor Colm O'Rourke,Colm O'Rourke,810,20
264271610907208,Cllr Brendan Wyse,Brendan Wyse,802,31
170302023003066,Think Design,These ads ran without a disclaimer,800,7
398247764235752,Cllr. Ger Carthy,Ger Carthy,799,22
358819317827033,Cllr Eva Elizabeth Dowling,Dowling Eva Elizabeth,780,5
615544458529162,Eamon Ryan,Eamon Ryan,775,14
372211499857199,Sorca Clarke TD.,Peter Joseph Judge,774,12
781679668602579,Johnny Mythen T.D. Wexford,John Mythen,774,14
1525091774472331,Thomasina Connell,These ads ran without a disclaimer,772,21
119283008140727,Pela Case,These ads ran without a disclaimer,772,65
106514767551987,Conor Reddy - People Before Profit Dublin North West,Conor Reddy,765,101
127878797394967,Darren O'Rourke TD,O'ROURKE DARREN MATTHEW,753,38
1074064986019581,Doyle  French  Reilly - Sinn Fein Cumann South Navan,Cathal Mooney,752,15
206689182839749,Marxism Festival - Dublin,Doherty Barney,750,4
254451068317816,Patagonia,Patagonia,750,4
334815010340117,TP O'Reilly - County Councillor,Cillian Lynch,742,9
376225562978212,Michael Clark,Clark Michael Douglas,736,68
576035029201958,Lar Corbett Sports,Larry Corbett,733,25
251780059050043,Councillor David McManus,David Mcmanus,731,22
40080379073,Senator Catherine Noone,These ads ran without a disclaimer,730,25
1410175299237713,AIB,These ads ran without a disclaimer,729,4
183888225295134,Cllr. John Paul O' Shea,John Paul O'Shea,723,24
1383175025317375,Deirdre Heney,Deirdre Maire Heney,722,29
145353845502414,Global Action Plan Ireland,Global Action Plan Ireland,720,9
1555518121383424,Cllr Adrienne Wallace - People Before Profit,Wallace Adrienne Catherine,720,36
1629288297341444,Sage Advocacy,Emily Jane Cox,720,2
45429926587,Ben & Jerry's,These ads ran without a disclaimer,717,2
289267864901872,Dementia: Understand Together,These ads ran without a disclaimer,715,1
101827357994003,Claire Keating Green Party Candidate,Claire Keating,701,24
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,699,10
121964374544767,LinkedFinance,Linked Finance,699,13
293838494833918,Reuswable,These ads ran without a disclaimer,691,29
370136253367940,Níall McNelis,Mc Neill James Christopher,690,17
404745130303486,Luke Crowley-Holland,CROWLEY-HOLLAND LUKE,687,7
511441585997675,Cllr. Gabe Cronnelly,These ads ran without a disclaimer,687,9
287458667963046,Brendan Smith TD,Brendan Smith,687,7
478532875550827,Cllr Declan Meenagh,Meenagh Declan,685,21
1002067016657679,Sam O'Connor - Balbriggan & Skerries,O'Connor Samuel Simon,685,9
105371130989285,Neale Richmond TD,Neale George Thomas Richmond,680,41
1233722746690325,Minister Pippa Hackett,Laois Offaly Green Party,675,27
2224427621206563,Cormac MacGowan,Mac Gowan Cormac,669,21
354752431618441,Joe Flaherty,Michael Joseph Flaherty,669,8
191694581371518,Cllr Suzanne Doyle,Suzanne Doyle,668,12
317785925356079,Senator Marie Sherlock,Marie Sherlock,666,25
168167627224830,Ireland Israel Alliance,These ads ran without a disclaimer,657,35
108968472464808,Toyota Ireland,These ads ran without a disclaimer,655,1
287213972229,Ciaran Cannon,Ciaran Cannon,653,30
430906330320263,Paul Donnelly TD,Paul Donnelly TD,649,31
108165364057813,Cathal Berry,Cathal Peter Berry,648,24
761682623849149,Pa Daly TD,Foley Cathal Rory,647,7
449230735412762,Aengus Ó Maoláin,Aengus Ó Maoláin,642,11
210570272336539,Aodhán Ó Ríordáin,Aodhán Ó Ríordáin,641,13
740004202875853,Peadar Tóibín,Peadar Tóibín,640,8
122938653695,Wind Energy Ireland,Irish Wind Energy Association,636,2
556780657793386,Memorable Moments Ireland,These ads ran without a disclaimer,629,4
541250599362726,Protect Life,These ads ran without a disclaimer,628,15
161704781305446,The Spark Company,These ads ran without a disclaimer,625,76
2317864215165358,Senator Annie Hoey,These ads ran without a disclaimer,625,19
320231078094761,The Workers' Party of Ireland,The Workers' Party of Ireland,624,38
318331528372309,Joe O'Brien TD for Dublin Fingal,Joe O'Brien,622,18
267326383308006,Local Enterprise Office Louth,Stephen James Mc Quillan,622,23
159323080797772,Ireland Palestine Solidarity Campaign (IPSC),Ireland Palestine Solidarity Campaign (IPSC),618,10
117041818346158,Mayo County Council,These ads ran without a disclaimer,617,9
313404689040992,Councillor Thomas Walsh,Thomas Francis Walsh,617,71
411450196264363,Titan Power+,These ads ran without a disclaimer,614,7
252499922827,Dublin Chamber,These ads ran without a disclaimer,612,1
696488343697165,Fiona McLoughlin Healy,Fiona McLoughlin Healy,611,24
362977374551705,James O'Connor TD,These ads ran without a disclaimer,611,19
996940053694510,Maurice Quinlivan TD,Quinlivan Maurice John,608,11
195132624007569,Cllr Paul O'Brien,Paul Christopher O'brien,605,25
791231647731494,Martin Conway,Martin Conway,605,12
1181205802001387,Cllr. Ronan Moore,Moore Ronan,603,18
108271484060709,Project Zero Carbon,These ads ran without a disclaimer,601,2
707287699733279,Extreme Forever,These ads ran without a disclaimer,601,1
125779134174869,Kildare North Fianna Fáil,Daniel Jonathan Moore,599,4
243697129667420,"Cllr Liam Quaide - Green Party, Cork East",Liam Quaide - Green Party,596,27
136191876445102,Alex Salmond,These ads ran without a disclaimer,595,3
1671312533122929,Financial Services Union,Financial Services Union,595,13
110998592305221,Dr. Martens,These ads ran without a disclaimer,590,2
1664959567149320,Wholesome Culture,These ads ran without a disclaimer,586,111
472795919563183,Paul McAuliffe TD,These ads ran without a disclaimer,585,9
307307515266,Ógra Fianna Fáil,Ógra Fianna Fáil,584,44
507921412901472,Senator Pauline O'Reilly - Green Party,Pauline O'Reilly,578,9
1727428360818714,Cllr. Fiona Ryan - Solidarity - The Left Alternative,Solidarity - The Left Alternative,568,33
101379518079880,Christopher O'Sullivan TD,Christopher Patrick O'Sullivan,564,31
1486666311655495,Chris MacManus MEP,Chris Macmanus,562,73
254451068317816,Patagonia,These ads ran without a disclaimer,558,2
157011338475461,Luminary,These ads ran without a disclaimer,557,2
178248998902663,WEEE Ireland,WEEE Ireland,554,6
93989541824,Niamh Smyth TD,Niamh Smyth TD,553,19
266203563414682,Thomas Pringle TD,Thomas Pringle,553,12
434040876744169,Future Generation Energy,Future Generation Energy,552,6
166641327030614,The Bradford Exchange Ireland,These ads ran without a disclaimer,550,1
380444175359380,Seamus Ryan,Ryan Seamus,550,9
307796762696811,Councillor John Lyons,Lyons John,547,13
121027934633123,Sean Canney TD,Sean Canney,546,49
784961354902835,Paul Gogarty Public Notifications Page,Paul Gogarty,545,5
478773428863169,RTÉ One,These ads ran without a disclaimer,544,10
133425636673303,Senator Dr James Reilly,James Reilly,544,27
1671337413144589,Shane Ross,These ads ran without a disclaimer,543,29
893466410831504,Cllr Trevor Gilligan PC Clondalkin Newcastle Rathcoole Saggart Brittas,These ads ran without a disclaimer,540,4
210059959032336,Dominic Hannigan,These ads ran without a disclaimer,537,8
203442726495682,Kate O'Connell TD,O'Connell Kate,535,19
1473814189502078,Peter Casey,Casey Peter Joseph,533,30
118151521564978,SSE Airtricity,These ads ran without a disclaimer,532,3
270853452975844,Sean Kyne,Seán Kyne TD,531,81
1598241336961371,James Collins Page,James John Collins,529,16
