Page ID,Page Name,Disclaimer,Amount Spent (EUR),Number of Ads in Library
847686968675247,Lifeprojektai,UAB Bemedija,464,3
1064753146914828,Už Rimkienę,Vaida Cerkasiene,462,13
105342634614884,Mindaugas Skritulskas,Mindaugas Skritulskas,459,10
1509673502650071,Vilnius Tech Park,Vilnius Tech Park,459,20
62378591336,prof. dr. Vytautas Radžvilas,prof. dr. Vytautas Radžvilas,458,10
122074554119,EU Social,These ads ran without a disclaimer,448,4
101698341693319,Gintautas Kindurys,Lietuvos valstiečių ir žaliųjų sąjunga,448,5
357351215009243,Jolanta Margaitienė,Open Agency,447,16
407084806326229,Gintarė Skaistė,Skaiste Gintare,446,6
190209177745566,Lietuvos valstiečių ir žaliųjų sąjunga,These ads ran without a disclaimer,444,6
108177835942929,Lietuvių tautininkų ir respublikonų sąjunga,Centro Partija - Tautininkai,443,17
1695889637360770,Hempire,These ads ran without a disclaimer,436,22
160851767470,Viktoras Uspaskich,These ads ran without a disclaimer,435,6
312983092825274,Žilvinas Galimovas,Galimovas Žilvinas,430,44
174772099242581,Viktoras Fiodorovas,Viktoras Fiodorovas,424,14
101338097938989,Aušra Maldeikienė,Aušra Maldeikienė,420,3
921690074624001,Vičiūnų grupė,Vičiūnų grupė,406,41
115107046595576,Krikščionių sąjunga,Dagys Rimantas Jonas,404,60
814777171988967,Saulius Skvernelis,These ads ran without a disclaimer,402,16
109614617563150,Martynas Prievelis,Open Agency,400,1
1472498606141305,SoliTek,SoliTek,394,14
514245858689754,Vadovų konferencija EBIT,Confinn UAB,394,13
114085070425917,Nijolė Požarskienė,Nijolė Požarskienė,391,13
231230341532342,Virginijus Ceslevičius,Lietuvos žaliųjų partija,390,20
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,389,7
2282495388696404,Natalja Tomsha,Laisvė ir Teisingumas partija,388,9
120175169801492,Paulius Malžinskas,Paulius Malžinskas,387,15
115166708509041,Kauno liberalai,Sigitas Šliažas,386,20
575962595925073,Martynas Šiurkus,Martynas Šiurkus,385,14
539214349429850,Vilniaus liberalai,Orinta Omelytė,379,20
103366148078349,Už Daivarą - Karšuvos apygarda,Daivaras Rybakovas,375,13
120634585355666,LuXembourg - Let's make it happen,These ads ran without a disclaimer,371,24
2216025865392844,Diana Stomienė,Diana Stomienė,370,2
185802948122130,Ieva Kačinskaitė-Urbonienė,Darbo partija,368,7
2373617009330804,Šiauliai - karjeros miestas,Social Space,366,37
111530930306854,Nacionalinis susivienijimas,politinė partija „Nacionalinis susivienijimas“,365,5
101009145053869,Vitalijus Jaroščenka,Vitalijus Jaroscenka,362,17
467173630733649,Karolis Stasiukėnas,Stasiukenas Karolis,359,7
104383761348793,Justas Pankauskas,Justas Pankauskas,355,9
1011178505739287,Laura Radzevičiūtė - Alytaus miesto savivaldybės tarybos narė,Laura Radzevičiūtė,355,20
101902718209581,Daiva Ulbinaitė: imuosi atsakomybės,Daiva Ulbinaitė,355,11
308459516429212,Už Agnę,Agnė Balčiūnienė,353,25
134529979901673,Šnipiškių medicinos centras,Šnipiškių medicinos centras,352,11
163564217762927,Minfo,These ads ran without a disclaimer,348,62
494308010764451,Rasa Budbergytė,Rasa Budbergytė,343,5
198341459649,LGL,LGL,343,4
814777171988967,Saulius Skvernelis,Saulius Skvernelis,342,4
1675205026105177,Dainius Kepenis,Lietuvos valstiečių ir žaliųjų sąjunga,340,4
112700013883506,Martynas Katelynas,Politinė partija "Nacionalinis susivienijimas",338,12
40711908859,15min,These ads ran without a disclaimer,337,15
150259975018869,Zuokas,Artūras Zuokas,336,41
222524731253670,Arvydas Nekrošius,Lietuvos valstiečių ir žaliųjų sąjunga,332,2
226526011534281,Tubinas,These ads ran without a disclaimer,331,6
2009992822599965,Firmus Medicus,Ugnius Kiguolis,330,7
683254928398966,Kitokie pasikalbėjimai,These ads ran without a disclaimer,330,2
115107046595576,Krikščionių sąjunga,Krikščionių sąjunga,329,45
103081307019,Kredito unija,Kredito unija,329,2
81004804444,Liberalai,These ads ran without a disclaimer,328,22
271849016505961,Danguolė Martinkienė,Danguolė Martinkienė,326,21
101468421729727,Karina Paulauskaitė NT brokerė,Arnoldas Kunigelis,325,12
106050787889018,Marijampolės savivaldybės tarybos narys Tadas Račius,Tadas Račius,323,9
1499269457027164,Andrius Kupčinskas Page,Andrius Kupčinskas,318,10
110722630749240,Irmantas Tarvydis,Liberalai,317,17
112059480527828,Mindaugas Lingė,Mindaugas Lingė,316,14
101668828198716,Voras.online,Voras.online,310,14
202771859735601,Radviliškio valstiečiai,Lietuvos valstiečių ir žaliųjų sąjunga,310,2
446184995580094,Aistė Gedvilienė,Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD),310,5
102726404826584,Algirdas Raslanas,Algirdas Raslanas,309,2
105437284630259,Jonas Jarutis,Lietuvos valstiečių ir žaliųjų sąjunga,301,6
411450196264363,Titan Power+,These ads ran without a disclaimer,301,5
1608174142828304,Darius Kaminskas,Darius Kaminskas,300,10
104048501491727,Rita Tamašunienė,AWPL-ZCHR,300,3
993853767374212,Lemiamas šuolis,These ads ran without a disclaimer,299,7
1379660959024315,Žygimantas Pavilionis,Žygimantas Pavilionis,297,4
100242001821538,Nerijus Gedeika,Tėvynės sąjunga – Lietuvos krikščionys demokratai,296,15
101336565012803,Feliksas Petrauskas,ITMC Informacijos technologijų mokymo centras,294,10
100103455159120,Man rūpi Alytus,Julius Sabatauskas,292,9
151962321499506,DELFI.lt,These ads ran without a disclaimer,290,64
111282813810970,Algimantas Radvila,Lietuvos socialdemokratų partija - LSDP,289,2
1741651689421203,Modesta Petrauskaitė,Modesta Petrauskaite,289,18
117604966751142,Orinta Omelytė,Orinta Omelytė,288,6
385890178626989,"Marius Gurskas - visuomenės veikėjas, politikas",Gurskas Marius,287,16
1568396196717560,L24.lt/ RU,L24.lt,285,4
367277617348384,Dainius Kinderis,Lietuvos valstiečių ir žaliųjų sąjunga,282,12
1412305759075666,LSDP Utena,Gintautas Paluckas,281,11
579270432750752,Deimantė Laumytė,Lietuvos Respublikos liberalų sąjūdis,278,60
100667461775512,Haroldas Glauzeris,Haroldas Glauzeris,277,8
1266535153386545,Rimantas Dagys,Politinė reklama apmokėta iš Krikščionių sąjungos rinkimų sąskaitos.,268,44
269533485196,Jaunųjų konservatorių lyga,Vaitkevicius,268,20
994521940591861,Žaliasis taškas,Simona Rasalė,262,11
104070058036388,Saulius Budinas,Agne Mikniute,261,19
353036761905365,Gintautas Paluckas,Gintautas Paluckas,259,10
173792692631381,TOPsport,These ads ran without a disclaimer,257,51
2025784570832490,Kova,Konstantinas Gorskovas,254,10
101905921309186,Archer Hood,These ads ran without a disclaimer,253,5
265079287510957,Marijus Velička,Marijus Velička,251,35
114564490094643,Irena Lunskienė,Irena Lunskienė,250,3
1684392115130077,Lietuvos vėliavos,These ads ran without a disclaimer,250,1
414602598599460,LSDP Klaipėdos rajono skyrius,Lietuvos socialdemokratų partija - LSDP,250,5
1050632011650427,Socialinis verslas,Integrity PR,250,1
1966211663664461,Europos socialinio fondo agentūra,Europos socialinio fondo agentūra,250,3
2228729504043555,Dirbame miestui,Domas Griškevičius,250,4
100303811472383,Povilas Urbšys,Povilas Urbšys,250,3
102080221592849,Dovilė Šakalienė,Dovilė Šakalienė,249,9
36606016799,lrytas.lt,These ads ran without a disclaimer,246,1
2290260134584782,Mantas Stulgaitis,Mantas Stulgaitis,245,4
999259460178827,LR Seimo narys Stasys Tumėnas,Lietuvos valstiečių ir žaliųjų sąjunga,245,9
411046905615293,"EST LT saulės elektrinės, šilumos siurbliai, saulės baterijos",These ads ran without a disclaimer,243,1
1678912519023011,UAB "Rokvesta",UAB "Rokvesta",241,68
832298706889408,111%,These ads ran without a disclaimer,238,1
602524153225555,Mindaugas Tarnauskas,Tarnauskas Mindaugas,237,20
794350977606863,Rūta Miliūtė,Lietuvos valstiečių ir žaliųjų sąjunga,236,3
106883744385707,Evelina Paulavičienė,Evelina Paulavičienė,234,27
109300754270600,Linas Slušnys,Open Agency,231,4
264116120225,Darbo partija,These ads ran without a disclaimer,231,14
107618014427684,Jolanta Solnyskiniene,Jolanta Solnyskiniene,230,9
349425845818721,Zakiras Medžidovas,Zakiras Medžidovas,230,15
103857091340346,Evelina Dobrovolska,Evelina Dobrovolska,230,16
599316013828974,Vaidas RUSYS,Vaidas Rusys,230,19
184699368234280,Žurnalas KUO BŪTI,Žurnalas KUO BŪTI,229,23
1604905286411952,Valerijus Vencius - Alytaus miesto savivaldybės tarybos narys,Valerijus Vencius,229,14
224745674272519,VDU Žemės ūkio akademija,VDU ŽŪA,228,13
1467602979951903,Kristupas Krivickas,These ads ran without a disclaimer,228,9
163103797066256,Verslo žinios,These ads ran without a disclaimer,227,9
101403114949853,Robert Duchnevič,Robert Duchnevič,227,9
104903867821771,Vidmantas Kanopa,Vidmantas Kanopa LSDP,226,9
2261950690747540,Naudingos Naujienos,ypatingosnaujienos.lt,225,36
105896934403530,Dovydas Petrošius,Lietuvos žaliųjų partija,224,7
146955527905,EU Civil Protection & Humanitarian Aid - ECHO,These ads ran without a disclaimer,223,6
116206531782887,Wise,These ads ran without a disclaimer,223,2
100260205171684,Viktorija Čmilytė-Nielsen,CMILYTE-NIELSEN VIKTORIJA,222,6
105197031272135,Ričardas Lekavičius,Ričardas Lekavičius,220,7
1600822296905563,Vilius Semeška,Vilius Semeška,220,6
108961284308955,Vaidas Augunas,Vaidas Augūnas,220,2
111658128847068,Amnesty International,These ads ran without a disclaimer,219,7
1554709478144624,Koalicija "Už laisvę augti",Armalis Arūnas,218,46
102544011589830,Romualdas Vaitkus,LR Liberalų sąjūdis,217,4
240966039259839,Slush,These ads ran without a disclaimer,216,175
772862359443418,Sūduvos gidas,Sūduvos gidas,216,7
104215627742651,Sveikas Oras,Penosil,215,7
667045660579809,Vidmantas Krikštaponis,Vidmantas Krikštaponis,215,8
167472573272165,Mindvalley на русском,These ads ran without a disclaimer,214,8
106971900737894,The United Arab Emirates Nation Brand,These ads ran without a disclaimer,213,1
338787176309182,Lietuvos Sąrašas,Vaidas Repečka,213,2
848300485212826,Eesti Vabariik 100,These ads ran without a disclaimer,212,1
1472498606141305,SoliTek,These ads ran without a disclaimer,211,6
1620815901537156,Sun Investment Group,SIG,210,6
101736045014202,Silva Lengvinienė,Laivės partija,208,14
1551002341778947,Vilija Blinkevičiūtė,Lietuvos socialdemokratų partija - LSDP,205,5
203197030603239,8 Billion Trees,These ads ran without a disclaimer,203,29
1430202223697795,Gotik Egzotik,These ads ran without a disclaimer,203,8
105303184581492,Aušra Simonavičiūtė,Aušra Simonavičiūtė,203,9
642629986375336,Brigita Guobė,Brigita Guobė,200,8
188990064446792,Pasvalio valstiečiai ir žalieji,Lietuvos valstiečių ir žaliųjų sąjunga,200,4
554826057990355,Arūnas Dudėnas,Arūnas Dudėnas,200,3
110548520800834,Donatas Mizaras,Lietuvos valstiečių ir žaliųjų sąjunga,200,2
103242771196593,Neringa Venckienė,"Drąsos kelias politinė partija",200,11
101832847979258,This is LT,These ads ran without a disclaimer,199,3
1739968129576961,Mindaugas Puidokas,These ads ran without a disclaimer,197,20
100250961775661,Rūta Bilkštytė,Rūta Bilkštytė,197,21
1101509610035530,Tatjana Babrauskienė,LVŽS,196,6
1482024028702535,Petras Auštrevičius,Lietuvos Respublikos liberalų sąjūdžio rinkimų sąskaita,195,14
548863728567765,Mindaugas Maciulevičius - LSDP,Mindaugo Maciulevičiaus politinė sąskaita,195,8
298048287225882,Sandra Tamašauskienė,Sandra Tamašauskienė,194,12
357351215009243,Jolanta Margaitienė,Antanas Čepononis,194,3
114770766929660,Už Ireną Haase,Irena Haase,194,7
157252641338,OANDA,These ads ran without a disclaimer,192,39
