Page ID,Page Name,Disclaimer,Amount Spent (SEK)
122512491125750,Ängelholms kommun,Ängelholms kommun,36424
63489041459,Moderaterna i Region Skåne,Moderaterna i Region Skåne,36182
139767876088719,Skandia,Skandia,35907
361313524734299,Alivia,Alivia,35365
110851222326891,Helsingborgs stad,Helsingborgs stad,35323
56002955332,Jörgen Warborn,Moderaterna,34901
170519996379,Vänsterpartiet Malmö,Vänsterpartiet Malmö,34540
261455205686,LRF,LRF,34293
303070626373544,Socialdemokraterna i Helsingborg,Socialdemokraterna Helsingborg,33392
113884160154171,Too Good To Go,These ads ran without a disclaimer,33220
177342259513521,Otovo Solar,These ads ran without a disclaimer,33192
2267149969982018,Välj att sluta,These ads ran without a disclaimer,33117
153028052500,Kvinna till Kvinna,Kvinna till Kvinna,32732
323156205347,Vänsterpartiet,Vänsterpartiet,32606
107661276615407,Enkla Kassen,Enkla Kassen,32446
334318366655425,Facebook,Facebook,31802
249195615122371,Sara Skyttedal,Sara Skyttedal,31738
829011830554926,Premium Lifestyle Club,Jonas Eriksson,31685
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,30376
154609777777,Malmö stad,Malmö stad,29988
111566022258925,Vänsterpartiet Skåne,Vänsterpartiet Skåne,29834
1047016558650888,Yrkesdörren,ÖppnaDörren,29475
270592853332987,Alternativ för Sverige,Alternativ för Sverige,29298
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,29181
116155191929039,Gårdssällskapet,Gårdssällskapet,29125
19746853632,Djurens Rätt,Djurens Rätt,29001
109098320518639,Dogoodel.,Veeradeth Thamhaksa,28683
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,28594
157164123601,Trafikverket,Trafikverket,28511
104868656264137,Quorn,These ads ran without a disclaimer,28201
110813562940,Vision,Vision,28163
496067290759872,LRF Jag bryr mig,LRF Jag bryr mig,27900
712230305617939,Uniper i Sverige,Uniper,27307
120745044633792,Lunds universitet,Lunds universitet,26924
126381280745653,SkandiaMäklarna Sydvästskåne,SkandiaMäklarna Landgren,26912
413815351963135,Life-time.se,Kent Göran Björkquist,26812
186221904743410,Bliwa,Bliwa,26587
109030109129243,Centerpartiet i Skåne,Centerpartiet i Skåne,26181
212049035488183,The Hunger Project Sverige,Hungerprojektet,26165
122769781081764,Vy Flygbussarna,These ads ran without a disclaimer,26047
150526214995429,Liberalerna Kristianstad,Howard Liselotte Caroline,26013
280313835329493,Officersförbundet,Officersförbundet,25996
135535579842556,Läkarförbundet,Läkarförbundet,25021
496067290759872,LRF Jag bryr mig,These ads ran without a disclaimer,24830
118943054880945,Annie Lööf,Centerpartiet,24723
222878274426091,Sverigedemokraterna Skåne,Sverigedemokraterna Skåne,24707
148926808494478,Synsam,Synsam Sverige,24294
194584990588253,Vattenfall,Vattenfall Sverige,23582
229936971031161,S i världen- En rättvis värld är möjlig,Socialdemokraterna,23445
141366725876424,European Greens,European Greens,23393
151450234896857,Barndiabetesfonden,Barndiabetesfonden,23090
601924389861969,Svea Solar Sverige,These ads ran without a disclaimer,22967
187178991394420,Miljöpartiet de gröna i Skåne,Miljöpartiet de gröna i Skåne,22941
661702230515862,Ebba Busch,Kristdemokraterna,22720
1591202340989596,Bygg Klimatsmart,Informationscentrum för hållbart byggande,22204
152343168813435,Informationscentrum för hållbart byggande,Informationscentrum för hållbart byggande,22155
234172635050,Forum för levande historia,Forum för levande historia,22087
182913105077781,Hyresgästföreningen södra Skåne,Eriksson Anna Carolina,21317
19746853632,Djurens Rätt,These ads ran without a disclaimer,21215
116898726366043,Skatteverket - Företag,Skatteverket - Företag,21075
59324455950,UNICEF Sverige,These ads ran without a disclaimer,21063
176407156115,OLW,These ads ran without a disclaimer,21026
799634660143537,Arbetsmarknadsnytt,Arbetsmarknadsnytt,21015
300452580055539,Liberalerna i Vellinge,Thorsell Lars Henri Johan,20906
273053169937029,ClimateHero,ClimateHero,20803
15223945415,Svenska kyrkan,Svenska kyrkan,20698
191293334563233,Clio,Clio,20641
110605492300,RFSL,RFSL,20361
107898832590939,European Commission,These ads ran without a disclaimer,20194
150057951690751,OKQ8,These ads ran without a disclaimer,20094
399044617221,Läraren,Lärarnas tidning,19969
273053169937029,ClimateHero,ClimateHero AB,19545
1884410665176817,Frösunda Personlig Assistans,Quist Martin Wetiono,19414
280875784474,Löfbergs,Löfbergs,19005
466722986850260,Kolla Byggtjänst,Svensk Byggtjänst,18931
216311481960,Bill Gates,These ads ran without a disclaimer,18899
124892400864698,Företagarna,Företagarna,18655
118090278221826,Erikshjälpen,Erikshjälpen,18438
103915918247717,Bulletin,Bulletin,18427
119647334855044,Telinet Energi Sverige,Telinet,18337
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner / Friends of the Earth Sweden,18316
614939535271869,Tobias Baudin,Kommunal,18205
109988009048564,Liberalerna Malmö,Liberalerna Malmö,17870
1509050235995572,Said till Europaparlamentet,Liberalernas riksorganisation,17747
101866174876994,Fresh.Land.Sverige,These ads ran without a disclaimer,17718
171919835807,TCO,TCO,17705
109988009048564,Liberalerna Malmö,Karlson Christoffer Johan,17385
195379633820701,Svenskt Kött,Mårten Rolf Mårre Skånman,17044
1133304143374162,Tullverket,KSMG,17041
1829725353928210,Tomas Tobé,Moderaterna,16985
239855722130,Nyhetsmagasinet Fokus,These ads ran without a disclaimer,16841
126472494084296,Energi- och klimatrådgivarna i Skåne,Johannes Nilsson,16838
182933185135,Skogsindustrierna,Skogsindustrierna,16644
126472494084296,Energi- och klimatrådgivarna i Skåne,Rosa Sundin,16522
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),16519
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,16248
201702346508598,Liberalerna Skåne,Gisela Nilsson,16191
61602439009,NCC,NCC,16151
112513375470294,Feministiskt initiativ,Feministiskt initiativ,16137
194367284417124,Utveckling Skåne,Region Skåne,16121
255497147555,Outnorth,Outnorth,16087
140417992681511,Clowner utan Gränser,Clowner utan Gränser,16028
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,15832
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",15754
832267360237850,Kunskapsklubben,Jasmine Sommar,15508
101046821819253,Planethjältar,WWF,15506
374619243283607,Solens Energi AB,SolensEnergi i Skåne AB,15355
100650935646,Skiftet,Skiftet,15121
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,15105
365318283559965,Spotify,Spotify,14929
10150161538825010,Medborgarskolan,Nadia Bhere,14900
365035643563069,Skånska Energi,Ahrland Felicia Andreasdotter,14848
172441106275050,KPA Pension,These ads ran without a disclaimer,14792
710383215713602,Special Nest,Special Nest,14603
119450207545,Almega,Almega AB,14287
952158124988143,Pinky Pine,These ads ran without a disclaimer,14240
142635305886763,IKEM Innovations- och kemiindustrierna i Sverige,Johan Erik Kinnman,14009
676354189056401,Henrik Fritzon,Socialdemokraterna i Skåne,13988
101057449983892,Moderaterna Helsingborg,Mathilda Hjelm,13906
502186816505247,Mercy Ships Sverige,Mercy Ships Sverige,13878
190994184253208,Vänsterpartiet Lund,Sahlen Carl Jesper,13868
160989331158715,klimatkompensera.se,klimatkompensera.se,13847
1346402725428641,Eco Fashion By Wilma,Wilma of Sweden AB,13783
237813956289260,Maskrosbarn,Maskrosbarn,13316
640780126093378,Norstedts Juridik,Norstedts Juridik,13240
120633071295935,Fairtrade Sverige,Fairtrade Sverige,13220
2337692372925538,Reformisterna,Reformisterna,13005
431830460275171,Unisport Sweden,Tomas Jonasson,12882
124406344329453,Hyundai Sverige,These ads ran without a disclaimer,12874
208751565805849,Stiftelsen Expo,Stiftelsen Expo,12838
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,12828
222878274426091,Sverigedemokraterna Skåne,These ads ran without a disclaimer,12823
115317275164993,RFSU,RFSU,12772
264875033604598,Extra Tuggummi,Alexandra Casquilho,12772
369122343101775,e.on,These ads ran without a disclaimer,12709
102331493143871,Sveriges Radio P1,These ads ran without a disclaimer,12684
988106004636766,SAVR,These ads ran without a disclaimer,12651
273644476088862,Fiat,FCA Sweden,12528
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,12368
120477444659925,Svensk Handel,Svensk Handel,12358
347852331958080,En Företagares Vardag,Eriksson Mats Ove,12065
368972829945550,AP7 Statens premiepensionsfonder,AP7,12060
182595121869724,Sverigedemokraterna Stockholms stad,Sverigedemokraterna Stockholms stad,12028
112243630493418,Speedy Spel,These ads ran without a disclaimer,12023
101376125280259,Sträck ut en hand,Läkarmissionen,12009
151738534885183,Kraftringen,These ads ran without a disclaimer,11995
109724707089757,Barndom utan baksmälla,Barndom utan baksmälla,11960
770859709613264,PwC Sverige,PwC Sverige,11912
110793008936879,Centerpartiets Ungdomsförbund,Centerpartiets Ungdomsförbund,11572
159701814199732,Business Sweden,Business Sweden,11546
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,11524
408171019221426,Slöseriombudsmannen,Skattebetalarna,11485
124807114213780,Sveriges Ingenjörer,Sveriges Ingenjörer,11485
161513867384504,Giving People,Giving People,11389
1729304067391998,Sverigedemokraterna Region Stockholm,SD Stockholm,11260
286340975339038,Tillbaka till livet,These ads ran without a disclaimer,11244
62185934430,Olof Palme International Center,Olof Palme International Center,11236
135251863288,Polisförbundet,Polisförbundet,11200
22561206841,MAX Burgers,Max Burgers,11187
336995309750321,Moderaterna i Skåne,Moderaterna i Skåne,11167
1557508081238895,Dagens Samhälle Jobb & Karriär,Dagens Samhälle,11026
183257281869053,Nestlé,Nestlé,11003
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,10974
141945049178263,Sparbanken Syd,Sparbanken Syd,10968
404799406383484,myNanny,These ads ran without a disclaimer,10949
227807967556474,Länsstyrelsen Skåne,Länsstyrelsen Skåne,10847
109098320518639,Dogoodel.,DoGood EL,10841
150526214995429,Liberalerna Kristianstad,Liberalerna Kristianstad,10826
1042091032500520,Kvartal,Kvartal,10813
1506025182942351,Miljöpartiet de gröna i Malmö,Miljöpartiet i Malmö,10784
329885883718979,Stefan Löfven,Socialdemokraterna,10784
294275997335715,Advania Sverige,Advania Sverige,10753
476930319155435,Orthex,Orthex,10688
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,10675
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,10661
296423575695,Afrikagrupperna,Afrikagrupperna,10654
195379633820701,Svenskt Kött,Svenskt Kött,10610
212604496324,Fackförbundet ST,Fackförbundet ST,10541
237952092910326,Diskrimineringsombudsmannen,Diskrimineringsombudsmannen,10461
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,10420
80386149597,ABF,ABF,10405
393959767360779,Sverigedemokraterna Region Skåne,These ads ran without a disclaimer,10382
602053453278014,NIBE,Carla Lind Andersson,10246
114411691995670,Moderatkvinnorna,Moderatkvinnorna,10213
1928591733901079,Brf-mappen,These ads ran without a disclaimer,9850
155824787799,EU-kommissionen i Sverige,These ads ran without a disclaimer,9840
163305633746125,Karneval förlag,Holviks,9783
414884688611657,IVECO,These ads ran without a disclaimer,9778
161091412206,Friluftsfrämjandet,Friluftsfrämjandet,9751
155535611147164,GS,GS-facket,9689
160736919403,Företagarförbundet,Företagarförbundet Fria Företagare,9651
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,9636
37267060518,Världens Barn,Världens Barn,9522
121702404531696,Islamic Relief Sverige,Islamic Relief Sverige,9483
109067724119285,hyllningsklader.se,Frankieboy,9465
114987895207522,Sparbanken Skåne,Sparbanken Skåne,9447
403347429763161,Sverigedemokraterna Helsingborg,These ads ran without a disclaimer,9019
178392422290780,Gratis i skolan,Kunskapskraft & Media Sweden AB (KKM),9006
273053169937029,ClimateHero,These ads ran without a disclaimer,8987
181174968704638,Kompis Sverige,Kompis Sverige,8952
154369674717313,Socialdemokraterna Blekinge,Johansson Jan Magnus,8944
366598357326886,Mean deposition,These ads ran without a disclaimer,8874
238291762898419,ECOKRAFT AB,ECOKRAFT AB,8871
175409944016081,Min hållbara karriär,Naturvetarna,8825
251829904829983,David Lega,David Lega,8816
174975703060811,Alice Bah Kuhnke,Miljöpartiet i Europaparlamentet,8781
358016594293864,Socialdemokraterna Ystad,Martensson Hans Inge Marten,8775
175656912484553,Unionen,These ads ran without a disclaimer,8719
972455966286401,Torgny Jönsson,Jonsson Bjorn Torgny,8660
304506059702034,Tidningen Fönstret,Tidningen Fönstret,8509
1531207330504867,Solkraft Sverige - en del av Bravida,Solkraft Sverige,8471
169264189783919,Hörby Bil,These ads ran without a disclaimer,8461
773867402653937,Torkild Strandberg,Strandberg Torkild Soren,8402
699733880123060,Tjejjouren i Lund,Tjejjouren i Lund,8398
1794175827354268,Anna Jähnke,Carl Samuel Jonsson,8287
76677247875,Wikimedia Sverige,Wikimedia Sverige,8273
473590032845127,Tankesmedjan Futurion,Futurion,8203
951217261634608,Naturvårdsverket,Naturvårdsverket,8202
196081621460,LO Skåne,LO-distriktet i Skåne,8038
252516142116820,Abir Al-Sahlani,Nyberg Claes Otto,8036
685746988175151,Kry,These ads ran without a disclaimer,8023
106548512712870,Klarna,These ads ran without a disclaimer,8005
201702346508598,Liberalerna Skåne,Liberalerna,7947
125809117477618,Recycla.se,These ads ran without a disclaimer,7933
636103536446815,Johan Danielsson,LO Sverige,7908
382243262003,Plan International Sverige,These ads ran without a disclaimer,7860
1616562981695494,Barnsmart,These ads ran without a disclaimer,7846
263335257048218,NMT THINK PINK,These ads ran without a disclaimer,7780
608975645850217,Vattenfall Sverige,Vattenfall Group,7776
498055310222383,UD Resklar,Utrikesdepartementet,7632
142270972891088,Liberalerna Höganäs,Mikael Bendz,7596
508303959269502,Svenska Kyl & Värmepumpföreningen,Cecilia Branting,7559
996264337099052,Arabiska Teatern / أرابيسكا تياترن,Arabiska Teatern / أرابيسكا تياترن,7473
166237054048166,MyPick,These ads ran without a disclaimer,7453
105353814867299,Grytorochkastruller,Svenska Brasserier,7441
314337895408123,Sverigedemokraterna Lund,Hans-Olof Ulrik Andersson,7402
239855722130,Nyhetsmagasinet Fokus,Fokus,7395
119710274891528,Kristdemokraterna Helsingborg,Lindholm,7378
20393019390,mymuesli,These ads ran without a disclaimer,7366
162551727139730,PRO Pensionärernas Riksorganisation,Anton Emanuelsson,7276
361300916858,Vy Bus4You,Anna-Karin Mooren,7260
140038609395696,Lif,LIF - de forskande läkemedelsföretagen,7238
221613957904219,Bjurfors,These ads ran without a disclaimer,7215
347852331958080,En Företagares Vardag,En Företagares Vardag,7184
466531623734110,Unga Reportrar,Håll Sverige Rent,7183
185230521507744,Kommunalarbetaren,Kommunalarbetaren,7131
1532024840379422,Rättvisa bilskatter,Martin Eriksson,7124
109355149179811,Grön Ungdom Syd,Grön Ungdom Syd,7111
111888495487962,Unionen Sydväst,Mysan Hedblom,7098
114526821939129,Arla,Arla,7056
182355951794413,Veidekke i Sverige,Veidekke Sverige,7050
328754490337,Vårdförbundet,Vårdförbundet,7030
172455246970,Sweco,Sweco,7020
95044806149,Democrats Abroad Sweden,Democrats Abroad,7013
555683434553241,Liberalerna Lund,Liberalerna Lund,6997
110038103985174,Inspektionen för vård och omsorg,"IVO, Inspektionen för vård och omsorg",6992
183174951720116,Skogaholm,Esatto,6967
267558189923974,Estrella,Estrella,6933
125440780804852,Childhood,Childhood,6896
732887920091032,Vänsterpartiet Helsingborg,Vänsterpartiet Helsingborg,6789
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,6732
344490105376,Årstiderna,Årstiderna,6724
95735961890,Greenpeace Sverige,These ads ran without a disclaimer,6717
169872296400480,gop,Glasfiber & Plastprodukter AB,6680
282086378492655,Midroc,Linus Bjarnelo,6673
259503044175168,Barnvagnsmarschen,RFSU,6652
217391588404948,Katalys,Katalys,6642
123337624363698,Volvo Car Sverige,Volvo Car Sverige,6596
325867968114416,Pär Holmgren,Miljöpartiet i Europaparlamentet,6588
111005714391,Scouterna,Scouterna,6586
79587079066,Ljus i Öster,Erik Thunberg,6577
28237261288,IOGT-NTO,IOGT-NTO,6461
209271425846739,Open Doors Sverige,Open Doors Sverige,6436
841675695959993,Energiföretagen Sverige,Energiföretagen Sverige,6431
643137272398136,Sverige för UNHCR,These ads ran without a disclaimer,6430
537053146327418,Readly,These ads ran without a disclaimer,6421
2003077833243266,Optimist för havet,Håll Sverige Rent,6377
127757523931098,Emrahus AB,Emrahus,6325
197903515345,Institute for Security & Development Policy (ISDP),ISDP,6311
371321779600920,EnergiEngagemang,EnergiEngagemang Sverige AB,6300
100642360004457,Unga Feminister,Unga Feminister,6270
237146235237,Timbro,Timbro,6218
135743686484790,Moderaterna i Lund,Christoffer Stenström,6201
63489041459,Moderaterna i Region Skåne,Anderson Anne Inger Camilla,6126
100283070150569,Sverigedemokraterna Karlskrona,SD Karlskrona,6124
361313524734299,Alivia,These ads ran without a disclaimer,6105
429354810518636,Johan Nissinen,Nissinen Johan Harry,6077
1737852076287450,Valmyndigheten,These ads ran without a disclaimer,6050
357453258411,Naturvetarna,Johanna Rösth,6041
101308504696121,Vi lyssnar,Socialdemokraterna i Helsingborg,6019
219410318157271,Läkarmissionen,Läkarmissionen,5970
899603916845362,JAG Personlig assistans,JAG Personlig assistans,5955
179931025357058,Kommunal,These ads ran without a disclaimer,5950
140849879424265,Socialdemokraterna i Lund,Socialdemokraterna Lund,5908
112338252157105,Viskadalen,Viskadalen,5904
1359442884155278,Järvaveckan,Stiftelsen The Global Village,5857
28312410177,World Food Programme,These ads ran without a disclaimer,5787
240966039259839,Slush,These ads ran without a disclaimer,5777
138739162831736,ABB,ABB,5743
375510819147237,Sverigedemokraterna Kristianstad,Sverigedemokraterna Kristianstad,5727
126472494084296,Energi- och klimatrådgivarna i Skåne,These ads ran without a disclaimer,5722
508303959269502,Svenska Kyl & Värmepumpföreningen,Svenska Kyl & Värmepumpföreningen,5612
1440827192814915,Vårdföretagarna,Vårdföretagarna,5607
166819093366519,UN Women Sverige,UN Women Sverige,5569
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,5568
455521331205717,Arvsfonden,Arvsfonden,5551
145401631365,SSAB,Esatto,5538
251829904829983,David Lega,Kristdemokraterna,5532
374810402587531,Vi som älskar svenskt kött,These ads ran without a disclaimer,5526
189332844828330,Medborgerlig Samling,Medborgerlig Samling,5498
186038296018,BoKlok Sverige,BoKlok Sverige,5474
1700525460180235,Arbetet Global,Arbetet Global,5472
121930081210838,Prisjakt Sverige,These ads ran without a disclaimer,5426
251324658704719,Streamify,These ads ran without a disclaimer,5397
133234606721672,Sveriges Kommunistiska Parti,Sveriges Kommunistiska Parti,5374
165345187194459,Comfort,Comfort,5363
195379633820701,Svenskt Kött,These ads ran without a disclaimer,5358
496356157043523,Sveriges Radio P4,These ads ran without a disclaimer,5349
130148200513245,Amazon Watch Sverige,Alex Brekke,5333
114603753626064,Du kan göra skillnad,ActionAid Sverige,5279
325212711627446,Biovisor,Biovisor Healthcare AB,5263
368972829945550,AP7 Statens premiepensionsfonder,Maria Schultz,5259
108476980690724,VOTO,These ads ran without a disclaimer,5254
136883253004732,Liberalerna Helsingborg,Guy Rambech,5134
237287320360804,Omtanke.today,Jenny Fors,5098
143375352357454,En bok för alla,En bok för alla AB,5062
732887920091032,Vänsterpartiet Helsingborg,Mattiasson Saarinen Ingrid Kristina,5049
187668981268099,Konradssons Kakel,These ads ran without a disclaimer,5027
165719770147959,Miljöpartiet de Gröna Ystad,Emma Nilsson,5000
334691179891,Swedavia,Swedavia,4990
268608766607208,Svensk Tidskrift,Svensk Tidskrift,4965
1558123334435806,War Child Sweden,War Child,4941
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,4928
167036616661188,Sverigedemokraterna Malmö,These ads ran without a disclaimer,4926
540799486089503,Allan Widman,Liberalerna,4914
103997904708356,M-lotten,M-Lotten,4874
112286742140820,Scandorama,Scandorama,4872
102466371208854,Fertilitetskollen,Gedeon Richter,4842
158920367453258,Vinnova,Vinnova,4828
111630258867610,Röda Korset,These ads ran without a disclaimer,4827
314872662206,Ekonomifakta,Ekonomifakta,4760
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,4745
223053457729155,Unga Örnar,Unga Örnars Riksförbund,4720
297648278370,Ölvemarks Holiday,Ölvemarks Holiday,4715
137013703017885,Svensk fotboll,Svensk fotboll,4608
