Page ID,Page Name,Disclaimer,Amount Spent (SEK)
323156205347,Vänsterpartiet,Vänsterpartiet,8541
132266740623,Liberalerna,Liberalerna,8517
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,8428
157164123601,Trafikverket,Trafikverket,8401
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,8290
175843834306,WaterAid Sverige,WaterAid Sverige,8280
101031531768338,Mer än ett leende,Operation Smile Sverige,8174
1545369075688158,Brottsofferjouren Sverige,Projekt Swevic,8149
56002955332,Jörgen Warborn,Moderaterna,8059
188821514474911,Preem,Preem,7970
19746853632,Djurens Rätt,Djurens Rätt,7491
133910158381,Saco,Saco,7354
554520268281045,Doconomy,Doconomy,7307
110813562940,Vision,Vision,7199
249195615122371,Sara Skyttedal,Sara Skyttedal,7165
270592853332987,Alternativ för Sverige,Alternativ för Sverige,6982
2265751070376932,Världen i Värmland volontärnätverk,Klara Patzauer,6840
601924389861969,Svea Solar Sverige,These ads ran without a disclaimer,6650
61602439009,NCC,NCC,6642
466722986850260,Kolla Byggtjänst,Svensk Byggtjänst,6488
496067290759872,LRF Jag bryr mig,LRF Jag bryr mig,6368
19746853632,Djurens Rätt,These ads ran without a disclaimer,6314
624844364247833,Svenskt Näringsliv Värmland,Svenskt Näringsliv,6243
151450234896857,Barndiabetesfonden,Barndiabetesfonden,6042
152343168813435,Informationscentrum för hållbart byggande,Informationscentrum för hållbart byggande,5953
785735338110054,Liberalerna Hammarö,Liberalerna Hammarö,5855
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,5854
104868656264137,Quorn,These ads ran without a disclaimer,5838
148926808494478,Synsam,Synsam Sverige,5826
1557508081238895,Dagens Samhälle Jobb & Karriär,Dagens Samhälle,5821
829011830554926,Premium Lifestyle Club,Jonas Eriksson,5389
182675985548698,KD Arvika,Kristensen Daniel Zatteri Of Harbo,5332
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,5329
614939535271869,Tobias Baudin,Kommunal,5302
175210052576699,Länsstyrelsen Värmland,Brottsofferjouren Värmland,5108
135535579842556,Läkarförbundet,Läkarförbundet,5081
661702230515862,Ebba Busch,Kristdemokraterna,5056
334318366655425,Facebook,Facebook,5012
212049035488183,The Hunger Project Sverige,Hungerprojektet,4929
767749640051136,Heléne Fritzon,Socialdemokraterna,4919
116898726366043,Skatteverket - Företag,Skatteverket - Företag,4862
361313524734299,Alivia,Alivia,4853
113710601984970,Barnfonden,Barnfonden,4835
150057951690751,OKQ8,These ads ran without a disclaimer,4831
255497147555,Outnorth,Outnorth,4824
153028052500,Kvinna till Kvinna,Kvinna till Kvinna,4736
1133304143374162,Tullverket,KSMG,4734
15223945415,Svenska kyrkan,Svenska kyrkan,4706
280313835329493,Officersförbundet,Officersförbundet,4702
191293334563233,Clio,Clio,4654
1884410665176817,Frösunda Personlig Assistans,Quist Martin Wetiono,4553
799634660143537,Arbetsmarknadsnytt,Arbetsmarknadsnytt,4538
110605492300,RFSL,RFSL,4520
1591202340989596,Bygg Klimatsmart,Informationscentrum för hållbart byggande,4511
399044617221,Läraren,Lärarnas tidning,4502
150157959005836,Karlstadpartiet Livskvalitet,Peter Sörensen,4400
273053169937029,ClimateHero,ClimateHero,4342
194584990588253,Vattenfall,Vattenfall Sverige,4316
111646266888014,Frivillig Röda Korset Karlstad,Ingegerd Hedén,4281
119647334855044,Telinet Energi Sverige,Telinet,4189
176407156115,OLW,These ads ran without a disclaimer,4161
141366725876424,European Greens,European Greens,4147
347852331958080,En Företagares Vardag,Eriksson Mats Ove,4106
118943054880945,Annie Lööf,Centerpartiet,4093
107898832590939,European Commission,These ads ran without a disclaimer,3963
155535611147164,GS,GS-facket,3926
229936971031161,S i världen- En rättvis värld är möjlig,Socialdemokraterna,3874
234172635050,Forum för levande historia,Forum för levande historia,3863
952158124988143,Pinky Pine,These ads ran without a disclaimer,3842
273053169937029,ClimateHero,ClimateHero AB,3777
219410318157271,Läkarmissionen,Läkarmissionen,3770
349971502043762,Agera Värmland,Beatrice Högå,3765
496067290759872,LRF Jag bryr mig,These ads ran without a disclaimer,3765
171919835807,TCO,TCO,3755
1458035847741432,Moderaterna i Värmland,Moderaterna i Värmland,3750
177342259513521,Otovo Solar,These ads ran without a disclaimer,3722
59324455950,UNICEF Sverige,These ads ran without a disclaimer,3702
103915918247717,Bulletin,Bulletin,3688
120477444659925,Svensk Handel,Svensk Handel,3639
710383215713602,Special Nest,Special Nest,3620
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",3564
660446277665680,Alternativ för Sverige - Värmland,These ads ran without a disclaimer,3446
140417992681511,Clowner utan Gränser,Clowner utan Gränser,3442
365318283559965,Spotify,Spotify,3409
116155191929039,Gårdssällskapet,Gårdssällskapet,3310
107661276615407,Enkla Kassen,Enkla Kassen,3196
101046821819253,Planethjältar,WWF,3164
273644476088862,Fiat,FCA Sweden,3105
139767876088719,Skandia,Skandia,3063
1346402725428641,Eco Fashion By Wilma,Wilma of Sweden AB,3063
124406344329453,Hyundai Sverige,These ads ran without a disclaimer,3048
182933185135,Skogsindustrierna,Skogsindustrierna,3000
161091412206,Friluftsfrämjandet,Friluftsfrämjandet,2990
119450207545,Almega,Almega AB,2988
2337692372925538,Reformisterna,Reformisterna,2948
109067724119285,hyllningsklader.se,Frankieboy,2923
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner / Friends of the Earth Sweden,2902
237813956289260,Maskrosbarn,Maskrosbarn,2895
160989331158715,klimatkompensera.se,klimatkompensera.se,2844
361300916858,Vy Bus4You,Anna-Karin Mooren,2816
109724707089757,Barndom utan baksmälla,Barndom utan baksmälla,2802
208751565805849,Stiftelsen Expo,Stiftelsen Expo,2756
368972829945550,AP7 Statens premiepensionsfonder,AP7,2709
172441106275050,KPA Pension,These ads ran without a disclaimer,2661
951217261634608,Naturvårdsverket,Naturvårdsverket,2654
286340975339038,Tillbaka till livet,These ads ran without a disclaimer,2627
182595121869724,Sverigedemokraterna Stockholms stad,Sverigedemokraterna Stockholms stad,2620
161513867384504,Giving People,Giving People,2612
22561206841,MAX Burgers,Max Burgers,2590
120633071295935,Fairtrade Sverige,Fairtrade Sverige,2580
1509050235995572,Said till Europaparlamentet,Liberalernas riksorganisation,2577
369122343101775,e.on,These ads ran without a disclaimer,2569
135251863288,Polisförbundet,Polisförbundet,2519
42578749406,Vänsterpartiet Värmland,Vänsterpartiet Värmland,2498
112513375470294,Feministiskt initiativ,Feministiskt initiativ,2470
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,2468
138853362966712,Socialdemokraterna i Årjängs kommun,Carl Henrik Otto Wiig Pettersson,2466
264875033604598,Extra Tuggummi,Alexandra Casquilho,2462
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,2451
502186816505247,Mercy Ships Sverige,Mercy Ships Sverige,2448
508303959269502,Svenska Kyl & Värmepumpföreningen,Cecilia Branting,2436
110793008936879,Centerpartiets Ungdomsförbund,Centerpartiets Ungdomsförbund,2428
408171019221426,Slöseriombudsmannen,Skattebetalarna,2423
142635305886763,IKEM Innovations- och kemiindustrierna i Sverige,Johan Erik Kinnman,2420
178392422290780,Gratis i skolan,Kunskapskraft & Media Sweden AB (KKM),2416
108881742481938,Liberalerna i Karlstad,Liberalerna Karlstad,2399
118090278221826,Erikshjälpen,Erikshjälpen,2364
100650935646,Skiftet,Skiftet,2363
254125931364372,Sveriges Allmännytta,Sveriges Allmännytta,2362
476930319155435,Orthex,Orthex,2337
163305633746125,Karneval förlag,Holviks,2329
1757191391203190,Proethos fond,Proethos AB,2312
1829725353928210,Tomas Tobé,Moderaterna,2297
473986345974754,Njutafilms & Studio S (Bio),Njutafilms & Studio S (Bio),2288
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,2280
172455246970,Sweco,Sweco,2276
112243630493418,Speedy Spel,These ads ran without a disclaimer,2272
110038103985174,Inspektionen för vård och omsorg,"IVO, Inspektionen för vård och omsorg",2270
455521331205717,Arvsfonden,Arvsfonden,2263
508303959269502,Svenska Kyl & Värmepumpföreningen,Svenska Kyl & Värmepumpföreningen,2255
640780126093378,Norstedts Juridik,Norstedts Juridik,2239
239855722130,Nyhetsmagasinet Fokus,These ads ran without a disclaimer,2230
101376125280259,Sträck ut en hand,Läkarmissionen,2221
216311481960,Bill Gates,These ads ran without a disclaimer,2191
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,2190
37267060518,Världens Barn,Världens Barn,2188
62185934430,Olof Palme International Center,Olof Palme International Center,2146
273053169937029,ClimateHero,These ads ran without a disclaimer,2138
263335257048218,NMT THINK PINK,These ads ran without a disclaimer,2136
80386149597,ABF,ABF,2134
608975645850217,Vattenfall Sverige,Vattenfall Group,2128
221292842061953,Love my country,These ads ran without a disclaimer,2115
347852331958080,En Företagares Vardag,En Företagares Vardag,2108
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,2093
108408220706637,Moderaterna i Region Värmland,Moderaterna Värmland,2082
184527058316756,Kristdemokraterna i Karlstad,Kristdemokraterna i Karlstad,2049
636103536446815,Johan Danielsson,LO Sverige,2031
155824787799,EU-kommissionen i Sverige,These ads ran without a disclaimer,2022
1729304067391998,Sverigedemokraterna Region Stockholm,SD Stockholm,2016
1532024840379422,Rättvisa bilskatter,Martin Eriksson,2014
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,2011
183257281869053,Nestlé,Nestlé,2001
114411691995670,Moderatkvinnorna,Moderatkvinnorna,1992
174975703060811,Alice Bah Kuhnke,Miljöpartiet i Europaparlamentet,1945
328754490337,Vårdförbundet,Vårdförbundet,1942
212604496324,Fackförbundet ST,Fackförbundet ST,1939
179931025357058,Kommunal,These ads ran without a disclaimer,1919
294275997335715,Advania Sverige,Advania Sverige,1916
176537522685841,Sverigedemokraterna Sunne,Sverigedemokraterna Värmlands län,1914
304506059702034,Tidningen Fönstret,Tidningen Fönstret,1894
145401631365,SSAB,Esatto,1862
296423575695,Afrikagrupperna,Afrikagrupperna,1856
124892400864698,Företagarna,Företagarna,1849
162551727139730,PRO Pensionärernas Riksorganisation,Anton Emanuelsson,1813
183174951720116,Skogaholm,Esatto,1789
841675695959993,Energiföretagen Sverige,Energiföretagen Sverige,1788
160736919403,Företagarförbundet,Företagarförbundet Fria Företagare,1786
107246404378448,Raoul Wallenbergs dag Värmland,Raoul Wallenbergs Dag Värmland,1774
106117859442264,Chilly's Bottles,These ads ran without a disclaimer,1762
325867968114416,Pär Holmgren,Miljöpartiet i Europaparlamentet,1760
252516142116820,Abir Al-Sahlani,Nyberg Claes Otto,1758
140038609395696,Lif,LIF - de forskande läkemedelsföretagen,1744
602053453278014,NIBE,Carla Lind Andersson,1743
28237261288,IOGT-NTO,IOGT-NTO,1734
466531623734110,Unga Reportrar,Håll Sverige Rent,1733
185230521507744,Kommunalarbetaren,Kommunalarbetaren,1703
138739162831736,ABB,ABB,1703
1737852076287450,Valmyndigheten,These ads ran without a disclaimer,1699
988106004636766,SAVR,These ads ran without a disclaimer,1684
114526821939129,Arla,Arla,1681
106548512712870,Klarna,These ads ran without a disclaimer,1681
123337624363698,Volvo Car Sverige,Volvo Car Sverige,1678
115317275164993,RFSU,RFSU,1672
175656912484553,Unionen,These ads ran without a disclaimer,1670
585837208126176,Naturbruksförvaltningen,Naturbruksförvaltningen,1665
1616562981695494,Barnsmart,These ads ran without a disclaimer,1643
144395935966586,Generation Pep,Generation Pep,1634
251829904829983,David Lega,David Lega,1618
1047016558650888,Yrkesdörren,ÖppnaDörren,1614
259503044175168,Barnvagnsmarschen,RFSU,1593
209271425846739,Open Doors Sverige,Open Doors Sverige,1509
161302754576832,Magnus Thulin,Thulin Magnus Nils Oscar,1501
365852663439953,Vänsterpartiet Karlstad,These ads ran without a disclaimer,1500
217391588404948,Katalys,Katalys,1499
770859709613264,PwC Sverige,PwC Sverige,1493
237952092910326,Diskrimineringsombudsmannen,Diskrimineringsombudsmannen,1476
382243262003,Plan International Sverige,These ads ran without a disclaimer,1471
121702404531696,Islamic Relief Sverige,Islamic Relief Sverige,1466
325212711627446,Biovisor,Biovisor Healthcare AB,1465
79587079066,Ljus i Öster,Erik Thunberg,1450
369337099772743,Skanska Sverige,Skanska Sverige,1442
267558189923974,Estrella,Estrella,1441
404799406383484,myNanny,These ads ran without a disclaimer,1424
996264337099052,Arabiska Teatern / أرابيسكا تياترن,Arabiska Teatern / أرابيسكا تياترن,1414
2003077833243266,Optimist för havet,Håll Sverige Rent,1411
108476980690724,VOTO,These ads ran without a disclaimer,1407
111005714391,Scouterna,Scouterna,1390
76677247875,Wikimedia Sverige,Wikimedia Sverige,1389
124807114213780,Sveriges Ingenjörer,Sveriges Ingenjörer,1384
368972829945550,AP7 Statens premiepensionsfonder,Maria Schultz,1383
169872296400480,gop,Glasfiber & Plastprodukter AB,1378
20393019390,mymuesli,These ads ran without a disclaimer,1365
195379633820701,Svenskt Kött,Mårten Rolf Mårre Skånman,1360
899603916845362,JAG Personlig assistans,JAG Personlig assistans,1335
166237054048166,MyPick,These ads ran without a disclaimer,1327
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,1297
237287320360804,Omtanke.today,Jenny Fors,1296
176908899016624,Ramboll Sverige,These ads ran without a disclaimer,1287
378638422760827,Forward Energy,Forward Energy AB,1284
473590032845127,Tankesmedjan Futurion,Futurion,1281
1531207330504867,Solkraft Sverige - en del av Bravida,Solkraft Sverige,1255
191461210865031,Industriarbetsgivarna,Industriarbetsgivarna i Sverige service AB,1254
195379633820701,Svenskt Kött,These ads ran without a disclaimer,1253
634151680054842,Assistentjobb i JAG,JAG Personlig assistans,1247
540799486089503,Allan Widman,Liberalerna,1243
100642360004457,Unga Feminister,Unga Feminister,1236
537053146327418,Readly,These ads ran without a disclaimer,1233
159701814199732,Business Sweden,Business Sweden,1226
127757523931098,Emrahus AB,Emrahus,1222
95735961890,Greenpeace Sverige,These ads ran without a disclaimer,1221
137013703017885,Svensk fotboll,Svensk fotboll,1216
414884688611657,IVECO,These ads ran without a disclaimer,1214
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,1207
223053457729155,Unga Örnar,Unga Örnars Riksförbund,1206
165345187194459,Comfort,Comfort,1192
539297539496434,Dagens Samhälle,Dagens Samhälle,1188
493472934020473,Sjukvårdspartiet i Värmland,These ads ran without a disclaimer,1170
460395575572,Kundkraft,Kundkraft,1166
125440780804852,Childhood,Childhood,1160
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,1160
1440827192814915,Vårdföretagarna,Vårdföretagarna,1153
268608766607208,Svensk Tidskrift,Svensk Tidskrift,1146
166819093366519,UN Women Sverige,UN Women Sverige,1142
374810402587531,Vi som älskar svenskt kött,These ads ran without a disclaimer,1138
105353814867299,Grytorochkastruller,Svenska Brasserier,1136
189332844828330,Medborgerlig Samling,Medborgerlig Samling,1135
112338252157105,Viskadalen,Viskadalen,1134
186513678039755,Fortum Sverige,These ads ran without a disclaimer,1122
251829904829983,David Lega,Kristdemokraterna,1120
237187386324119,Frälsningsarmén,These ads ran without a disclaimer,1114
366598357326886,Mean deposition,These ads ran without a disclaimer,1111
175409944016081,Min hållbara karriär,Naturvetarna,1104
1359442884155278,Järvaveckan,Stiftelsen The Global Village,1086
239855722130,Nyhetsmagasinet Fokus,Fokus,1085
496356157043523,Sveriges Radio P4,These ads ran without a disclaimer,1069
1700525460180235,Arbetet Global,Arbetet Global,1066
42578749406,Vänsterpartiet Värmland,Adina Magnusson,1057
102527074549766,Sparklubben.nu,These ads ran without a disclaimer,1049
685746988175151,Kry,These ads ran without a disclaimer,1044
135566233221900,Vitalis,Svenska Mässan,1032
143375352357454,En bok för alla,En bok för alla AB,1031
102389457864860,Treehuggers Bracelets,These ads ran without a disclaimer,1020
334691179891,Swedavia,Swedavia,1016
383511565045309,Region Värmland,These ads ran without a disclaimer,1016
877007112330399,Cross Sportswear,These ads ran without a disclaimer,1013
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,1008
219410318157271,Läkarmissionen,Rosell Hanna Maria,1007
112644953916525,Facklig Vänster,Vänsterpartiet,1006
130148200513245,Amazon Watch Sverige,Alex Brekke,1005
190439388033981,Medborgerlig Samling Värmland,Medborgerlig Samling Värmland,1000
699391876922779,Veronica Magnusson,Vision,980
712230305617939,Uniper i Sverige,Uniper i Sverige,972
118191008217331,Handelsbanken,Handelsbanken,971
120745044633792,Lunds universitet,Lunds universitet,970
313671265509,Tankesmedjan Tiden,Tankesmedjan Tiden,948
132266740623,Liberalerna,These ads ran without a disclaimer,944
130022160902,Fastighetsbyrån,Fastighetsbyrån,941
150980231653371,Anders W Jonsson Centerpartiet,Anders W Jonsson,940
1558123334435806,War Child Sweden,War Child,929
112338252157105,Viskadalen,Carin Elisabeth Carlström,928
100283070150569,Sverigedemokraterna Karlskrona,SD Karlskrona,927
158920367453258,Vinnova,Vinnova,925
456602417738661,Riksförbundet HOBS - Hälsa oberoende av storlek,Jenny Vinglid,923
102331493143871,Sveriges Radio P1,These ads ran without a disclaimer,914
187668981268099,Konradssons Kakel,These ads ran without a disclaimer,912
355060434560962,Reach for Change,Reach for Change,909
153525671328961,Karlstads kommun,Karlstads kommun,900
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,899
101732614555355,Freebo Sverige,Freebo AB,893
150021835034399,XXL Sport & Vildmark,These ads ran without a disclaimer,888
337086006951883,Jessica Polfjärd,Moderaterna,879
231632277255213,Jobba Grönt,Lantbrukarnas Riksförbund,877
103997904708356,M-lotten,M-Lotten,876
189892183097,Fredrick Federley,Fredrick Federley,871
114603753626064,Du kan göra skillnad,ActionAid Sverige,871
121930081210838,Prisjakt Sverige,These ads ran without a disclaimer,871
191359334218856,Internetstiftelsen,These ads ran without a disclaimer,865
1557508081238895,Dagens Samhälle Jobb & Karriär,Sara Lundblad,851
314872662206,Ekonomifakta,Ekonomifakta,851
130666626950917,Öresundskraft,Öresundskraft,847
130927360876045,FPlus – nyhetstjänsten för företagsamma,These ads ran without a disclaimer,844
118653498212819,National Geographic,These ads ran without a disclaimer,834
212648058838987,Träffpunkt Idrott,Axel Birgerstam,834
1481733815487916,Sverigedemokraterna Kristinehamn,SD Kristinehamn,830
957746597628770,Fakta om Höghastighetstågsprojektet,Martin Eriksson,828
102466371208854,Fertilitetskollen,Gedeon Richter,826
95044806149,Democrats Abroad Sweden,Democrats Abroad,818
183905751632130,Dagens industri,These ads ran without a disclaimer,810
1622018661360930,Moderaterna i Örebro län,Moderaterna i Örebro län,809
1591202340989596,Bygg Klimatsmart,These ads ran without a disclaimer,806
368972829945550,AP7 Statens premiepensionsfonder,KIT,804
643137272398136,Sverige för UNHCR,These ads ran without a disclaimer,802
1530370053926078,Vision Chef,Vision,802
284573181554473,Miljöpartiet de gröna i Karlstad,Miljöpartiet Karlstad,799
646148725543687,SelmaStories,SelmaStories,794
361313524734299,Alivia,These ads ran without a disclaimer,793
115853198450591,Energigas Sverige,A Beautiful Soup,786
722853564439941,Gustav Hemming,Gustav Hemming (Centerpartiet),782
190577763347,Svenska Turistföreningen,Svenska Turistföreningen,780
142054355833069,FOI Totalförsvarets forskningsinstitut,Totalförsvarets forskningsinstitut,779
507821365927958,Svemin,Svemin,778
1042091032500520,Kvartal,Kvartal,772
124819254209264,Försvarsmakten,These ads ran without a disclaimer,772
178945208783463,Willys,These ads ran without a disclaimer,763
380300382005060,Arvid Nilsson,Arvid Nilsson Sverige AB,760
164732593563582,Söderberg & Partners,Söderberg & Partners,758
126346954086279,Tricorona Climate Partner,Tricorona Climate Partner,751
150453111655854,Folkbildningsrådet,Elin Sundling,751
311373388976447,Peace Parks Foundation Sweden,Magnus Sjöbäck,748
596466710820200,Give me a Chance,These ads ran without a disclaimer,744
1722887348013516,Frihet,Hayrynen Lotta Ilona,743
528718827152707,Färnebo folkhögskola,Färnebo folkhögskola,740
1481733815487916,Sverigedemokraterna Kristinehamn,These ads ran without a disclaimer,737
132008873631170,Skatteverket,Skatteverket,736
212284955495610,Elektrikerna,Elektrikerna,735
324914190902686,Magasinet Paragraf,Magasinet Paragraf,729
887305194662637,Axess Magasin & TV,Axess Magasin & TV,726
188106197905255,Kommunistiska Partiet Karlstad,Wiklund Thomas Anders Goran,720
189736311810878,Centerpartiet i Hällefors,Nygren Ingemar Tobias,716
357453258411,Naturvetarna,Johanna Rösth,716
100759046999,HSB,HSB,715
91217182731,Nordiska museet,Nordiska museet,711
912978142210566,Trygghetsfonden TSL,Sofia Lund,710
312916959122730,Bostadspolitik.se,Annika Miscevic,696
156850001149439,Folkhälsomyndigheten,Folkhälsomyndigheten,686
653072158104424,Emma Wiesner,Emma Wiesner (Centerpartiet),685
158161947576383,Skolverket,Josefin Zachrisson,670
209420749086971,Samhall,Samhall AB,667
104705051522999,Bulletin Ledare,Bulletin,665
150909028299502,Jernkontoret,Jernkontoret,661
127998171203331,Adressändring,These ads ran without a disclaimer,652
122896161100392,Make Equal,Make Equal,651
109098320518639,Dogoodel.,Veeradeth Thamhaksa,643
